request_time_s,target_time_s,finished_wall_s,solve_ms,applied
10.3,10.4,10.336996918005752,36.71110600407701,1
10.4,10.5,10.437354121997487,37.08044999802951,1
10.5,10.6,10.54432071800693,40.843025999492966,1
10.6,10.700000000000001,10.638759234003373,38.268885007710196,1
10.700000000000001,10.8,10.738387653007521,37.94480201031547,1
10.8,10.9,10.83871745900251,38.28052700555418,1
10.9,11.0,10.938844182004686,38.587889008340426,1
11.0,11.1,11.045257204008522,39.90050801075995,1
11.1,11.200000000000001,11.142538141997647,37.31207799864933,1
11.200000000000001,11.3,11.24161891899712,37.006229991675355,1
11.3,11.4,11.337828078001621,37.581426004180685,1
11.4,11.5,11.43870407200302,38.307159004034474,1
11.5,11.6,11.54204149999714,41.50284999923315,1
11.6,11.700000000000001,11.639460503007285,37.8296290000435,1
11.700000000000001,11.8,11.738949047008646,38.63544701016508,1
11.8,11.9,11.83907937600452,38.72084199974779,1
11.9,12.0,11.938689692004118,38.2702640054049,1
12.0,12.1,12.04027268900245,40.076535995467566,1
12.1,12.200000000000001,12.13843387599627,37.98158999416046,1
12.200000000000001,12.3,12.23826074200042,37.93368299375288,1
12.3,12.4,12.338458440004615,38.14479400170967,1
12.4,12.5,12.438071944008698,37.74457400140818,1
12.5,12.6,12.542025985007058,41.784561006352305,1
12.6,12.700000000000001,12.639562365002348,39.12517499702517,1
12.700000000000001,12.8,12.739433349008323,39.06771101173945,1
12.8,12.9,12.83981773800042,39.50570999586489,1
12.9,13.0,12.940244394005276,40.01109499949962,1
13.0,13.1,13.060774644996854,58.73547599185258,1
13.1,13.200000000000001,13.138962320997962,38.56316600285936,1
13.200000000000001,13.3,13.23797141900286,37.74161799810827,1
13.3,13.4,13.337917103999644,37.62829200422857,1
13.4,13.5,13.437908577994676,37.746071990113705,1
13.5,13.6,13.540529949998017,40.336064994335175,1
13.6,13.700000000000001,13.639196585994796,38.994399990770034,1
13.700000000000001,13.8,13.739325629998348,39.06036999251228,1
13.8,13.9,13.839264790003654,39.010079999570735,1
13.9,14.0,13.93946442300512,39.15786600555293,1
14.0,14.1,14.040633729004185,40.27570300968364,1
14.1,14.200000000000001,14.138778242006083,38.61372500250582,1
14.200000000000001,14.3,14.237765329002286,37.49542200239375,1
14.3,14.4,14.337246276001679,37.020187999587506,1
14.4,14.5,14.437512250995496,37.19854599330574,1
14.5,14.6,14.543657791000442,41.432568003074266,1
14.6,14.700000000000001,14.639676784005133,39.50719900603872,1
14.700000000000001,14.8,14.738919427007204,38.65407301054802,1
14.8,14.9,14.8394555660052,39.23963000124786,1
14.9,15.0,14.938701578008477,38.47637701255735,1
15.0,15.1,15.039801585997338,39.50952699233312,1
15.1,15.200000000000001,15.137681013002293,37.45619600522332,1
15.200000000000001,15.3,15.237353928998346,36.967253996408544,1
15.3,15.4,15.337124890997075,36.72360599739477,1
15.4,15.5,15.440633008998702,37.67056399374269,1
15.5,15.6,15.5435134510044,40.7041959988419,1
15.6,15.700000000000001,15.640815348000615,36.893558994052,1
15.700000000000001,15.8,15.740015798000968,37.90825199394021,1
15.8,15.9,15.83942825900158,39.04563399555627,1
15.9,16.0,15.939391025996883,39.06805599399377,1
16.0,16.1,16.039197724996484,39.002933001029305,1
16.1,16.2,16.13852512399899,36.69967899622861,1
16.2,16.3,16.237654105003458,36.26115299994126,1
16.3,16.4,16.336015011998825,35.705777001567185,1
16.4,16.5,16.438450693007326,38.16722400370054,1
16.5,16.6,16.541364399003214,41.15847099456005,1
16.6,16.7,16.63756179700431,37.274568996508606,1
16.7,16.8,16.74256643099943,42.43094599223696,1
16.8,16.9,16.848907835999853,48.77552700054366,1
16.9,17.0,16.942619591005496,42.50458900060039,1
17.0,17.1,17.04345919699699,43.35069700027816,1
17.1,17.2,17.137474258997827,37.3362160025863,1
17.2,17.3,17.23696799100435,36.79309399740305,1
17.3,17.400000000000002,17.336811929999385,36.62929100391921,1
17.400000000000002,17.5,17.437005065003177,36.79988899966702,1
17.5,17.6,17.541842649996397,41.598077994422056,1
17.6,17.7,17.638865403001546,38.64870000688825,1
17.7,17.8,17.73901081099757,38.87359600048512,1
17.8,17.900000000000002,17.838296157002333,38.17850899940822,1
17.900000000000002,18.0,17.93838959300774,38.19912600738462,1
18.0,18.1,18.039565129001858,39.36458899988793,1
18.1,18.2,18.138046570005827,37.847744999453425,1
18.2,18.3,18.237031999000465,36.911545001203194,1
18.3,18.400000000000002,18.33715683000628,36.95960900222417,1
18.400000000000002,18.5,18.43759731600585,37.403360998723656,1
18.5,18.6,18.541076527006226,40.84728501038626,1
18.6,18.7,18.638761205002083,38.56718800670933,1
18.7,18.8,18.73861924299854,38.49403800268192,1
18.8,18.900000000000002,18.838177280005766,37.98951600037981,1
18.900000000000002,19.0,18.93815148899739,38.021785992896184,1
19.0,19.1,19.03827100500348,38.074523996328935,1
19.1,19.2,19.138525226007914,38.33632300666068,1
19.2,19.3,19.243097351005417,42.983785999240354,1
19.3,19.400000000000002,19.342372166996938,42.274975989130326,1
19.400000000000002,19.5,19.441585588007,41.472142009297386,1
19.5,19.6,19.54058384700329,40.3591049980605,1
19.6,19.7,19.63776025500556,37.554812006419525,1
19.7,19.8,19.737488309008768,37.28732801391743,1
19.8,19.900000000000002,19.840135271995678,39.04132799652871,1
19.900000000000002,20.0,19.94644379199599,45.39554700022563,1
20.0,20.1,20.045818525002687,44.59655299433507,1
20.1,20.2,20.144387223001104,44.2729939968558,1
20.2,20.3,20.243568806996336,43.466652001370676,1
20.3,20.400000000000002,20.34186369899544,40.9207179909572,1
20.400000000000002,20.5,20.44097467699612,40.85849499097094,1
20.5,20.6,20.53995258899522,39.735930986353196,1
20.6,20.7,20.6375260430068,37.32094800216146,1
20.7,20.8,20.73728583600314,37.1449969970854,1
20.8,20.900000000000002,20.83695076800359,36.824256007093936,1
20.900000000000002,21.0,20.93755530999624,37.34010299376678,1
21.0,21.1,21.039725160997477,39.5945079944795,1
21.1,21.2,21.136966953999945,36.84362900094129,1
21.2,21.3,21.23691480400157,36.69797799375374,1
21.3,21.400000000000002,21.336568525002804,36.35845500684809,1
21.400000000000002,21.5,21.437465520008118,37.34408000309486,1
21.5,21.6,21.538843597998493,38.68160699494183,1
21.6,21.7,21.642232858997886,42.13893000269309,1
21.7,21.8,21.74218701099744,42.069586997968145,1
21.8,21.900000000000002,21.841161083008046,41.063610013225116,1
21.900000000000002,22.0,21.942261799995322,42.14928699366283,1
22.0,22.1,22.044638450999628,44.52966900134925,1
22.1,22.2,22.14260545000434,42.503709002630785,1
22.2,22.3,22.24065514499671,40.5488870019326,1
22.3,22.400000000000002,22.33904852400883,38.83097901416477,1
22.400000000000002,22.5,22.44066224200651,40.5563690001145,1
22.5,22.6,22.54050886700861,40.33644701121375,1
22.6,22.7,22.63734635899891,37.15080299298279,1
22.7,22.8,22.737241456008633,37.05602801346686,1
22.8,22.900000000000002,22.837243354006205,37.11848500824999,1
22.900000000000002,23.0,22.93755300900375,37.34263600199483,1
23.0,23.1,23.039439059997676,39.30390199820977,1
23.1,23.2,23.136987381003564,36.79662599461153,1
23.2,23.3,23.236679541994818,36.48834698833525,1
23.3,23.400000000000002,23.337651463996735,36.875281992251985,1
23.400000000000002,23.5,23.437379071998294,37.148075993172824,1
23.5,23.6,23.54017046499939,39.91690499242395,1
23.6,23.7,23.63788032400771,36.85023701109458,1
23.7,23.8,23.738490452000406,37.236789998132735,1
23.8,23.900000000000002,23.838307277008425,37.428802010254,1
23.900000000000002,24.0,23.937524068998755,37.19441399152856,1
24.0,24.1,24.038002479996067,37.78466199582908,1
24.1,24.2,24.136858209996717,36.62433399586007,1
24.2,24.3,24.23692992499855,36.67878999840468,1
24.3,24.400000000000002,24.33701148199907,36.793587991269305,1
24.400000000000002,24.5,24.44134818400198,41.2204140011454,1
24.5,24.6,24.545648439001525,45.39496000506915,1
24.6,24.7,24.642851716998848,42.70301699580159,1
24.7,24.8,24.74227141600568,42.11739399761427,1
24.8,24.900000000000002,24.842561234996538,42.38559299847111,1
24.900000000000002,25.0,24.94242326800304,42.2307289991295,1
25.0,25.1,25.04864671100222,48.426901004859246,1
25.1,25.2,25.141761110004154,41.463610003120266,1
25.2,25.3,25.24215791800816,41.90166600164957,1
25.3,25.400000000000002,25.340752379997866,40.559852990554646,1
25.400000000000002,25.5,25.44192529200518,41.60196500015445,1
25.5,25.6,25.54051389399683,40.1935239933664,1
25.6,25.7,25.64269461799995,42.41438799363095,1
25.7,25.8,25.74235862000205,42.07500799384434,1
25.8,25.900000000000002,25.84202500199899,41.843414001050405,1
25.900000000000002,26.0,25.942600819005747,42.3823550081579,1
26.0,26.1,26.04484194899851,44.57781199016608,1
