request_time_s,target_time_s,applied_time_s,finished_wall_s,solve_ms,applied
4.4,4.5,4.5,4.438384429027792,38.000826025381684,1
4.5,4.6000000000000005,4.6000000000000005,4.540782907046378,40.544771996792406,1
4.6000000000000005,4.7,4.7,4.639236907009035,39.01974199106917,1
4.7,4.8,4.8,4.739538139023352,39.244142011739314,1
4.8,4.9,4.9,4.842760984029155,42.467986000701785,1
4.9,5.0,5.0,4.942323835042771,42.03666700050235,1
5.0,5.1000000000000005,5.1000000000000005,5.043606870051008,43.073791021015495,1
5.1000000000000005,5.2,5.2,5.137729814043269,37.48189902398735,1
5.2,5.3,5.3,5.238633090048097,38.353514042682946,1
5.3,5.4,5.4,5.3371687440085225,36.916169978212565,1
5.4,5.5,5.5,5.437185699003749,36.82194196153432,1
5.5,5.6000000000000005,5.6000000000000005,5.53981082100654,39.44172599585727,1
5.6000000000000005,5.7,5.7,5.6381430140463635,37.75975899770856,1
5.7,5.8,5.8,5.738030335051008,37.67020505620167,1
5.8,5.9,5.9,5.8381366220419295,37.91209403425455,1
5.9,6.0,6.0,5.939189526019618,37.149331998080015,1
6.0,6.1000000000000005,6.1000000000000005,6.042834272026084,40.3532040072605,1
6.1000000000000005,6.2,6.2,6.1373641670215875,37.039891991298646,1
6.2,6.3,6.3,6.236620586016215,36.392500973306596,1
6.3,6.4,6.4,6.339246643008664,36.56944300746545,1
6.4,6.5,6.5,6.438419451005757,38.11626898823306,1
6.5,6.6000000000000005,6.6000000000000005,6.540893148048781,40.634924022015184,1
6.6000000000000005,6.7,6.7,6.638256550999358,37.93199098436162,1
6.7,6.8,6.8,6.73894706601277,38.56800601352006,1
6.8,6.9,6.9,6.839182893047109,38.68758404860273,1
6.9,7.0,7.0,6.9383610330405645,37.937121000140905,1
7.0,7.1000000000000005,7.1000000000000005,7.038519473047927,38.04044803837314,1
7.1000000000000005,7.2,7.2,7.138296405028086,37.8702650195919,1
7.2,7.3,7.3,7.2382084500277415,37.73848997661844,1
7.3,7.4,7.4,7.3372824970283546,36.83854598784819,1
7.4,7.5,7.5,7.438365553040057,37.88621199782938,1
7.5,7.6000000000000005,7.6000000000000005,7.5403851630399,39.89585401723161,1
7.6000000000000005,7.7,7.7,7.638868108042516,38.293894031085074,1
7.7,7.8,7.8,7.738505981047638,37.97673201188445,1
7.8,7.9,7.9,7.839079132012557,38.57855097157881,1
7.9,8.0,8.0,7.938770265027415,38.242045033257455,1
8.0,8.1,8.1,8.046600307046901,46.08820501016453,1
8.1,8.2,8.2,8.148577573010698,48.09529101476073,1
8.2,8.3,8.3,8.238004875020124,37.57573099574074,1
8.3,8.4,8.4,8.337691328022629,37.34797099605203,1
8.4,8.5,8.5,8.43786370503949,37.34403202543035,1
8.5,8.6,8.6,8.542713542003185,42.289140983484685,1
8.6,8.700000000000001,8.700000000000001,8.638526122027542,37.91921300580725,1
8.700000000000001,8.8,8.8,8.737766132049728,37.199279002379626,1
8.8,8.9,8.9,8.837731339037418,37.17497602337971,1
8.9,9.0,9.0,8.938229228020646,37.93095098808408,1
9.0,9.1,9.1,9.041540004021954,41.27355298260227,1
9.1,9.200000000000001,9.200000000000001,9.137896266998723,37.272433983162045,1
9.200000000000001,9.3,9.3,9.23746725404635,36.951724032405764,1
9.3,9.4,9.4,9.337555625010282,37.04887296771631,1
9.4,9.5,9.5,9.437984695017803,37.61273401323706,1
9.5,9.6,9.6,9.539712780038826,39.430511998943985,1
9.6,9.700000000000001,9.700000000000001,9.63657603802858,36.399451026227325,1
9.700000000000001,9.8,9.8,9.736604865000118,36.44574695499614,1
9.8,9.9,9.9,9.836946071009152,36.59928101114929,1
9.9,10.0,10.0,9.93690999300452,36.650024994742125,1
10.0,10.1,10.1,10.039065438031685,38.851133023854345,1
10.1,10.200000000000001,10.200000000000001,10.141484201012645,40.90007796185091,1
10.200000000000001,10.3,10.3,10.24134402803611,41.05069302022457,1
10.3,10.4,10.4,10.341916939010844,41.420169989578426,1
10.4,10.5,10.5,10.441491377016064,41.045471967663616,1
10.5,10.6,10.6,10.544500301999506,44.10450899740681,1
10.6,10.700000000000001,10.700000000000001,10.640558993036393,40.00388999702409,1
10.700000000000001,10.8,10.8,10.73817400605185,37.88690204964951,1
10.8,10.9,10.9,10.838149538030848,37.678828986827284,1
10.9,11.0,11.0,10.938526123994961,38.226714998018,1
11.0,11.1,11.1,11.038975095027126,38.633786025457084,1
11.1,11.200000000000001,11.200000000000001,11.136864464031532,36.644945037551224,1
11.200000000000001,11.3,11.3,11.236294742033351,36.04716103291139,1
11.3,11.4,11.4,11.33697820303496,36.50795202702284,1
11.4,11.5,11.5,11.438267696008552,37.790678965393454,1
11.5,11.6,11.6,11.540350358001888,39.77998695336282,1
11.6,11.700000000000001,11.700000000000001,11.637935430044308,37.61279099853709,1
11.700000000000001,11.8,11.8,11.738790267030708,38.46232400974259,1
11.8,11.9,11.9,11.839308716007508,39.002652978524566,1
11.9,12.0,12.0,11.939302367041819,39.0089750289917,1
12.0,12.1,12.1,12.045160327048507,41.64997499901801,1
12.1,12.200000000000001,12.200000000000001,12.138321777048986,37.85403800429776,1
12.200000000000001,12.3,12.3,12.237424292019568,37.06615301780403,1
12.3,12.4,12.4,12.34071653301362,36.45888599567115,1
12.4,12.5,12.5,12.43963983503636,38.89029799029231,1
12.5,12.6,12.6,12.542393604002427,42.11947898147628,1
12.6,12.700000000000001,12.700000000000001,12.641888040001504,37.48239198466763,1
12.700000000000001,12.8,12.8,12.739351133001037,38.41978998389095,1
12.8,12.9,12.9,12.840275680995546,39.81597995152697,1
12.9,13.0,13.0,12.940215760027058,39.98361399862915,1
13.0,13.1,13.1,13.04227760899812,42.063018947374076,1
13.1,13.200000000000001,13.200000000000001,13.140279457031284,36.53624403523281,1
13.200000000000001,13.3,13.3,13.238402937015053,36.265992966946214,1
13.3,13.4,13.4,13.338096962019335,37.785407970659435,1
13.4,13.5,13.5,13.438426105014514,38.14238298218697,1
13.5,13.6,13.6,13.541089984995779,40.64633999951184,1
13.6,13.700000000000001,13.700000000000001,13.638203996000811,37.70375100430101,1
13.700000000000001,13.8,13.8,13.738441187015269,37.93108998797834,1
13.8,13.9,13.9,13.838591355015524,38.131464971229434,1
13.9,14.0,14.0,13.938062426052056,37.72332705557346,1
14.0,14.1,14.1,14.040248819044791,39.881750009953976,1
14.1,14.200000000000001,14.200000000000001,14.136812450014986,36.54294100124389,1
14.200000000000001,14.3,14.3,14.23726536903996,37.003044039011,1
14.3,14.4,14.4,14.339072174043395,38.888658047653735,1
14.4,14.5,14.5,14.439861247024965,39.396699983626604,1
14.5,14.6,14.6,14.5417370510404,41.31392401177436,1
14.6,14.700000000000001,14.700000000000001,14.637798479001503,37.513774004764855,1
14.700000000000001,14.8,14.8,14.737813870015088,37.489181966520846,1
14.8,14.9,14.9,14.83933110604994,39.028023020364344,1
14.9,15.0,15.0,14.939586025022436,39.29330501705408,1
15.0,15.1,15.1,15.044644788024016,42.79597999993712,1
15.1,15.200000000000001,15.200000000000001,15.137815665046219,37.55393001483753,1
15.200000000000001,15.3,15.3,15.237348843016662,37.09754499141127,1
15.3,15.4,15.4,15.338250058994163,36.83804796310142,1
15.4,15.5,15.5,15.437450641009491,37.23474097205326,1
15.5,15.6,15.6,15.543357449001633,41.81288299150765,1
15.6,15.700000000000001,15.700000000000001,15.64089730399428,36.75869799917564,1
15.700000000000001,15.8,15.8,15.738441948022228,37.70957997767255,1
15.8,15.9,15.9,15.838063972012606,37.68404998118058,1
15.9,16.0,16.0,15.938707805005834,38.43335097189993,1
16.0,16.1,16.1,16.040992383030243,40.57529103010893,1
16.1,16.2,16.2,16.13949422800215,39.16936897439882,1
16.2,16.3,16.3,16.23761964100413,37.295708956662565,1
16.3,16.4,16.4,16.33643830602523,36.10691201174632,1
16.4,16.5,16.5,16.43775593204191,37.42254700046033,1
16.5,16.6,16.6,16.54295713402098,42.72115498315543,1
16.6,16.7,16.7,16.63656648399774,36.315421981271356,1
16.7,16.8,16.8,16.73699436301831,36.47996496874839,1
16.8,16.9,16.9,16.83722485305043,36.98869701474905,1
16.9,17.0,17.0,16.937460571003612,36.99656896060333,1
17.0,17.1,17.1,17.04008911299752,39.78201496647671,1
17.1,17.2,17.2,17.137863050040323,37.5667650368996,1
17.2,17.3,17.3,17.237835286010522,37.47779398690909,1
17.3,17.400000000000002,17.400000000000002,17.33742663799785,36.683095968328416,1
17.400000000000002,17.5,17.5,17.439841686049476,39.57984200678766,1
17.5,17.6,17.6,17.5414591380395,41.10813303850591,1
17.6,17.7,17.7,17.637678017024882,37.264938990119845,1
17.7,17.8,17.8,17.738928411039524,37.24179801065475,1
17.8,17.900000000000002,17.900000000000002,17.83719148801174,37.000748969148844,1
17.900000000000002,18.0,18.0,17.93779594200896,37.52175596309826,1
18.0,18.1,18.1,18.04008631000761,39.81202200520784,1
18.1,18.2,18.2,18.136759598040953,36.55382199212909,1
18.2,18.3,18.3,18.236622264026664,36.446593003347516,1
18.3,18.400000000000002,18.400000000000002,18.33792975603137,37.63285401510075,1
18.400000000000002,18.5,18.5,18.437270592025016,36.99713101377711,1
18.5,18.6,18.6,18.540835788997356,40.60416098218411,1
18.6,18.7,18.7,18.637476642034017,37.30816801544279,1
18.7,18.8,18.8,18.737627229013015,37.36794297583401,1
18.8,18.900000000000002,18.900000000000002,18.837818294006865,37.528169981669635,1
18.900000000000002,19.0,19.0,18.937429127050564,37.152817007154226,1
19.0,19.1,19.1,19.038768406026065,38.48376602400094,1
19.1,19.2,19.2,19.136928762018215,36.64524701889604,1
19.2,19.3,19.3,19.236792163050268,36.51532903313637,1
19.3,19.400000000000002,19.400000000000002,19.34198273200309,40.914530982263386,1
19.400000000000002,19.5,19.5,19.43702236301033,36.81275399867445,1
19.5,19.6,19.6,19.539448067022022,39.1841409727931,1
19.6,19.7,19.7,19.640913103008643,40.78243800904602,1
19.7,19.8,19.8,19.741468636028003,41.287072002887726,1
19.8,19.900000000000002,19.900000000000002,19.84133590303827,41.122658003587276,1
19.900000000000002,20.0,20.0,19.940746549051255,40.54444801295176,1
20.0,20.1,20.1,20.043242684041616,43.0898159975186,1
20.1,20.2,20.2,20.136624423030298,36.34071000851691,1
20.2,20.3,20.3,20.236505192006007,36.24074696563184,1
20.3,20.400000000000002,20.400000000000002,20.337052692018915,36.67124197818339,1
20.400000000000002,20.5,20.5,20.43749118904816,37.219492020085454,1
20.5,20.6,20.6,20.540570448036306,40.30911001609638,1
20.6,20.7,20.7,20.637649340031203,37.39800403127447,1
20.7,20.8,20.8,20.737287850002758,37.00765297980979,1
20.8,20.900000000000002,20.900000000000002,20.837515095015988,37.197402969468385,1
20.900000000000002,21.0,21.0,20.937508989009075,37.21862699603662,1
21.0,21.1,21.1,21.039216561010107,38.88816898688674,1
21.1,21.2,21.2,21.13664201402571,36.34936601156369,1
21.2,21.3,21.3,21.237474529014435,36.33925400208682,1
21.3,21.400000000000002,21.400000000000002,21.336600735026877,36.301753018051386,1
21.400000000000002,21.5,21.5,21.436820975039154,36.5412849932909,1
21.5,21.6,21.6,21.540055020013824,39.76464399602264,1
21.6,21.7,21.7,21.63732463499764,37.05190494656563,1
21.7,21.8,21.8,21.73733589902986,36.9755580322817,1
21.8,21.900000000000002,21.900000000000002,21.837748802034184,37.317712034564465,1
21.900000000000002,22.0,22.0,21.937693863001186,37.42466797120869,1
22.0,22.1,22.1,22.03947948705172,39.20934104826301,1
22.1,22.2,22.2,22.137377398030367,37.08819701569155,1
22.2,22.3,22.3,22.23616500402568,35.88711598422378,1
22.3,22.400000000000002,22.400000000000002,22.336560510040727,36.28328803461045,1
22.400000000000002,22.5,22.5,22.436806954036,36.51827701833099,1
22.5,22.6,22.6,22.539380104048178,39.16328604100272,1
22.6,22.7,22.7,22.637190907029435,36.97720402851701,1
22.7,22.8,22.8,22.737663610023446,37.37545799231157,1
22.8,22.900000000000002,22.900000000000002,22.837511888006702,37.30813297443092,1
22.900000000000002,23.0,23.0,22.9374693800346,37.16395003721118,1
23.0,23.1,23.1,23.041376559005585,40.08525999961421,1
23.1,23.2,23.2,23.13730875501642,36.93764598574489,1
23.2,23.3,23.3,23.236720378044993,36.41994803911075,1
23.3,23.400000000000002,23.400000000000002,23.336954576021526,36.67500801384449,1
23.400000000000002,23.5,23.5,23.437852683011442,37.58561098948121,1
23.5,23.6,23.6,23.539790940994862,39.52096594730392,1
23.6,23.7,23.7,23.638022878032643,37.74273698218167,1
23.7,23.8,23.8,23.738357020018157,38.08756801299751,1
23.8,23.900000000000002,23.900000000000002,23.83822664699983,37.94437396572903,1
23.900000000000002,24.0,24.0,23.93821386003401,37.85316599532962,1
24.0,24.1,24.1,24.039381808019243,39.041534007992595,1
24.1,24.2,24.2,24.137034148036037,36.68004198698327,1
24.2,24.3,24.3,24.23694700904889,36.69412003364414,1
24.3,24.400000000000002,24.400000000000002,24.337524814007338,37.08491596626118,1
24.400000000000002,24.5,24.5,24.4374624590273,37.120259017683566,1
24.5,24.6,24.6,24.541994002007414,38.66427898174152,1
24.6,24.7,24.7,24.637665952031966,37.204232008662075,1
24.7,24.8,24.8,24.737184800032992,36.858491017483175,1
24.8,24.900000000000002,24.900000000000002,24.839143649034668,37.62287402059883,1
24.900000000000002,25.0,25.0,24.938916383020114,37.418188992887735,1
25.0,25.1,25.1,25.04205248702783,41.394383006263524,1
25.1,25.2,25.2,25.137657597020734,36.8961279746145,1
25.2,25.3,25.3,25.237892232020386,37.459068989846855,1
25.3,25.400000000000002,25.400000000000002,25.337988711020444,37.46073698857799,1
25.400000000000002,25.5,25.5,25.437693606014363,37.33713296242058,1
25.5,25.6,25.6,25.540452843997627,39.90251797949895,1
25.6,25.7,25.7,25.63747420103755,37.226901040412486,1
25.7,25.8,25.8,25.737400191021152,36.91156697459519,1
25.8,25.900000000000002,25.900000000000002,25.838843982026447,38.45609101699665,1
25.900000000000002,26.0,26.0,25.93764043704141,37.283598037902266,1
26.0,26.1,26.1,26.041307070001494,40.90859997086227,1
