time_s,q_ref_rad_1,q_ref_rad_2,q_ref_rad_3,q_ref_rad_4,q_ref_rad_5,q_ref_rad_6,q_rad_1,q_rad_2,q_rad_3,q_rad_4,q_rad_5,q_rad_6,dq_ref_rad_s_1,dq_ref_rad_s_2,dq_ref_rad_s_3,dq_ref_rad_s_4,dq_ref_rad_s_5,dq_ref_rad_s_6,dq_rad_s_1,dq_rad_s_2,dq_rad_s_3,dq_rad_s_4,dq_rad_s_5,dq_rad_s_6,tau_Nm_1,tau_Nm_2,tau_Nm_3,tau_Nm_4,tau_Nm_5,tau_Nm_6,solve_ms,cycle_ms,tcp_ref_m_x,tcp_ref_m_y,tcp_ref_m_z,tcp_m_x,tcp_m_y,tcp_m_z,torque_updated,wall_lag_ms
9.730000000000007532e-01,-2.456570849999999973e-01,2.789161780000000146e-01,-1.623019165000000097e+00,-6.569086950000000424e-01,4.095969489999999880e-01,6.156577509999999753e-01,-2.385538286612619574e-01,2.791059797345654125e-01,-1.643020807590506838e+00,-5.624113886345328828e-01,4.363794830826888127e-01,5.242204613110326150e-01,-6.332742199999999433e-02,2.670841000000000187e-03,4.496089200000000230e-02,-1.893061719999999948e-01,3.082506999999999955e-03,1.839317089999999988e-01,-5.071759601373447557e-02,6.819504594318613958e-03,9.453970313401198131e-03,1.386594881622845235e-02,6.998465294012741478e-02,-1.143159086153855766e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,6.434199167415499687e-02,6.404523372086166066e-01,-2.359564477339165176e-02,5.404523379308927566e-01,6.426624495348766120e-01,-1.387411024745307912e-02,5.453892590726792111e-01,0.000000000000000000e+00,2.198962669004686177e+03
9.740000000000007541e-01,-2.457204189999999955e-01,2.789188470000000253e-01,-1.622974227999999908e+00,-6.570979820000000249e-01,4.096000599999999880e-01,6.158416610000000402e-01,-2.386045925575516757e-01,2.791128248451750227e-01,-1.643011314153095981e+00,-5.623976801848494800e-01,4.364495542383101112e-01,5.242091830330082303e-01,-6.334086499999999620e-02,2.667983000000000073e-03,4.491364199999999668e-02,-1.892675440000000098e-01,3.139817000000000042e-03,1.838878409999999963e-01,-5.076389628971515744e-02,6.845110609594241141e-03,9.493437410950473707e-03,1.370844968342566778e-02,7.007115562132019970e-02,-1.127827802438661868e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.779200440272688866e-02,6.404481702254125608e-01,-2.364519143932438880e-02,5.404481711810539268e-01,6.426652727225181660e-01,-1.390348469838672239e-02,5.453974676811755851e-01,0.000000000000000000e+00,2.199778167007025331e+03
9.750000000000007550e-01,-2.457837669999999863e-01,2.789215139999999815e-01,-1.622929338000000055e+00,-6.572872300000000001e-01,4.096032279999999859e-01,6.160255260000000455e-01,-2.386554027138965695e-01,2.791196956537198015e-01,-1.643001781063904154e+00,-5.623841298946077316e-01,4.365197118758619710e-01,5.241980586982833978e-01,-6.335396299999999925e-02,2.665109000000000141e-03,4.486610399999999693e-02,-1.892277549999999975e-01,3.197133000000000006e-03,1.838428330000000110e-01,-5.081015634488313809e-02,6.870808544763523304e-03,9.533089191880065455e-03,1.355029024170427594e-02,7.015763755185834560e-02,-1.112433472487021728e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.703303471207618713e-02,6.404439940769961481e-01,-2.369474473126044825e-02,5.404439946430040775e-01,6.426680960415100952e-01,-1.393289134116294271e-02,5.454056660011596946e-01,0.000000000000000000e+00,2.200525204010773450e+03
9.760000000000007558e-01,-2.458471269999999986e-01,2.789241769999999954e-01,-1.622884495000000094e+00,-6.574764379999999964e-01,4.096064540000000087e-01,6.162093459999999912e-01,-2.387062590903162862e-01,2.791265922523894494e-01,-1.642992208138907895e+00,-5.623707384180614000e-01,4.365899559767549842e-01,5.241870889315112247e-01,-6.336671400000000454e-02,2.662218999999999957e-03,4.481827900000000253e-02,-1.891868050000000134e-01,3.254453000000000033e-03,1.837966839999999880e-01,-5.085637641972658163e-02,6.896598669671902444e-03,9.572924996324861172e-03,1.339147654637368352e-02,7.024410089299423787e-02,-1.096976677218897307e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.581499913707375526e-02,6.404398084500410038e-01,-2.374430315908617264e-02,5.404398097792406652e-01,6.426709194976139017e-01,-1.396233017504125429e-02,5.454138539723570878e-01,0.000000000000000000e+00,2.201902593020349741e+03
9.770000000000007567e-01,-2.459105000000000041e-01,2.789268380000000103e-01,-1.622839700999999968e+00,-6.576656039999999592e-01,4.096097369999999738e-01,6.163931190000000448e-01,-2.387571616470718916e-01,2.791335147336445055e-01,-1.642982595194746764e+00,-5.623575064033837778e-01,4.366602865245696741e-01,5.241762743515127054e-01,-6.337911699999999871e-02,2.659313999999999862e-03,4.477016799999999908e-02,-1.891446930000000026e-01,3.311777000000000123e-03,1.837493950000000098e-01,-5.090255675559843263e-02,6.922481255066544568e-03,9.612944161060846954e-03,1.323201467758909622e-02,7.033054781470639283e-02,-1.081457999850983856e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,8.451601024717092514e-02,6.404356135257068816e-01,-2.379386736328042637e-02,5.404356145652335908e-01,6.426737430968652021e-01,-1.399180119915720798e-02,5.454220315349830317e-01,0.000000000000000000e+00,2.203875621955376118e+03
9.780000000000007576e-01,-2.459738850000000032e-01,2.789294959999999990e-01,-1.622794955000000039e+00,-6.578547270000000280e-01,4.096130769999999921e-01,6.165768449999999845e-01,-2.388081103446665909e-01,2.791404631902171252e-01,-1.642972942048727125e+00,-5.623444344926437077e-01,4.367307035050653208e-01,5.241656155712539622e-01,-6.339117199999999563e-02,2.656392999999999949e-03,4.472177199999999991e-02,-1.891014179999999933e-01,3.369102000000000121e-03,1.837009639999999944e-01,-5.094869759470497389e-02,6.948456572601783253e-03,9.653146019554116608e-03,1.307191074010715694e-02,7.041698049561970207e-02,-1.065878025872815486e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,1.082369708456099033e-01,6.404314093297029942e-01,-2.384343664465711846e-02,5.404314102198913838e-01,6.426765668455718394e-01,-1.402130441252201314e-02,5.454301986297439564e-01,0.000000000000000000e+00,2.207724753010552377e+03
9.790000000000007585e-01,-2.460372819999999960e-01,2.789321510000000170e-01,-1.622750257999999945e+00,-6.580438060000000089e-01,4.096164749999999799e-01,6.167605210000000060e-01,-2.388591051438466728e-01,2.791474377151119679e-01,-1.642963248518825026e+00,-5.623315233217807130e-01,4.368012069061882330e-01,5.241551131978237077e-01,-6.340287799999999585e-02,2.653455999999999784e-03,4.467309099999999811e-02,-1.890569800000000134e-01,3.426428000000000026e-03,1.836513919999999966e-01,-5.099479918009440504e-02,6.974524894844527645e-03,9.693529902010025040e-03,1.291117086304106355e-02,7.050340112292674544e-02,-1.050237343022809682e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,6.317300722002983093e-02,6.404271957571728846e-01,-2.389301085766974350e-02,5.404271964837428222e-01,6.426793907503172143e-01,-1.405083981402270241e-02,5.454383551978412292e-01,0.000000000000000000e+00,2.209328665980137885e+03
9.800000000000007594e-01,-2.461006910000000103e-01,2.789348030000000089e-01,-1.622705609000000049e+00,-6.582328400000000412e-01,4.096199300000000210e-01,6.169441469999999983e-01,-2.389101460056023141e-01,2.791544384016072522e-01,-1.642953514423689532e+00,-5.623187735205811277e-01,4.368717967180805184e-01,5.241447678324110404e-01,-6.341423300000000041e-02,2.650504000000000141e-03,4.462412600000000007e-02,-1.890113780000000077e-01,3.483752000000000116e-03,1.836006759999999904e-01,-5.104086175564537253e-02,7.000686495279735515e-03,9.734095135422558484e-03,1.274980119961471522e-02,7.058981189230696673e-02,-1.034536541264267744e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.686498919501900673e-02,6.404229730161967726e-01,-2.394259005494402473e-02,5.404229738642201131e-01,6.426822148179598404e-01,-1.408040740242190794e-02,5.454465011809697117e-01,0.000000000000000000e+00,2.210112204018514603e+03
9.810000000000007603e-01,-2.461641109999999910e-01,2.789374519999999746e-01,-1.622661008999999988e+00,-6.584218290000000140e-01,4.096234420000000043e-01,6.171277219999999897e-01,-2.389612328911683570e-01,2.791614653432555881e-01,-1.642943739582645835e+00,-5.623061857126542273e-01,4.369424729330883550e-01,5.241345800702834623e-01,-6.342523799999999490e-02,2.647535999999999813e-03,4.457487699999999886e-02,-1.889646120000000040e-01,3.541073999999999958e-03,1.835488180000000025e-01,-5.108688556605546494e-02,7.026941648315884574e-03,9.774841043623989228e-03,1.258780792691572246e-02,7.067621500784627975e-02,-1.018776212761241147e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.640101592987775803e-02,6.404187409717483348e-01,-2.399217354875399569e-02,5.404187418917729691e-01,6.426850390556356762e-01,-1.411000717635770355e-02,5.454546365213238657e-01,0.000000000000000000e+00,2.210824817011598498e+03
9.820000000000007612e-01,-2.462275409999999942e-01,2.789400980000000252e-01,-1.622616459000000066e+00,-6.586107690000000403e-01,4.096270120000000126e-01,6.173112440000000367e-01,-2.390123657620251973e-01,2.791685186338848657e-01,-1.642933923815698583e+00,-5.622937605154085805e-01,4.370132355457703177e-01,5.241245505007648964e-01,-6.343589099999999426e-02,2.644553000000000008e-03,4.452534699999999984e-02,-1.889166800000000035e-01,3.598393000000000078e-03,1.834958170000000055e-01,-5.113287085682974992e-02,7.053290629290462875e-03,9.815766947334526871e-03,1.242519724564806853e-02,7.076261268195720155e-02,-1.002956951854350534e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.236200427636504173e-02,6.404144997056524513e-01,-2.404176043704978061e-02,5.404145006835936460e-01,6.426878634707565707e-01,-1.413963913434378508e-02,5.454627611615954219e-01,0.000000000000000000e+00,2.212171363993547857e+03
9.830000000000007621e-01,-2.462909819999999916e-01,2.789427409999999941e-01,-1.622571959000000064e+00,-6.587996619999999526e-01,4.096306390000000186e-01,6.174947130000000284e-01,-2.390635445798994785e-01,2.791755983675993646e-01,-1.642924066943534323e+00,-5.622814985400287346e-01,4.370840845529055940e-01,5.241146797072144814e-01,-6.344619099999999901e-02,2.641554999999999858e-03,4.447553399999999713e-02,-1.888675830000000055e-01,3.655705999999999886e-03,1.834416710000000006e-01,-5.117881787426923484e-02,7.079733714475493038e-03,9.856872164212467438e-03,1.226197537988338478e-02,7.084900713529722338e-02,-9.870793550365330668e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.722701411694288254e-02,6.404102490832374039e-01,-2.409135148906089638e-02,5.404102499023827333e-01,6.426906880710137049e-01,-1.416930327476903853e-02,5.454708750449790422e-01,0.000000000000000000e+00,2.214394426962826401e+03
9.840000000000007629e-01,-2.463544340000000110e-01,2.789453809999999923e-01,-1.622527507999999896e+00,-6.589885039999999750e-01,4.096343230000000224e-01,6.176781270000000212e-01,-2.391147693067649516e-01,2.791827046387804212e-01,-1.642914168787525497e+00,-5.622694003914519012e-01,4.371550199535022552e-01,5.241049682670051446e-01,-6.345613799999999527e-02,2.638541999999999797e-03,4.442544100000000301e-02,-1.888173190000000112e-01,3.713011999999999910e-03,1.833863819999999867e-01,-5.122472686545933435e-02,7.106271181083053008e-03,9.898156008904219344e-03,1.209814857681183568e-02,7.093540059668805575e-02,-9.711440209287070316e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.478700717911124229e-02,6.404059894752351934e-01,-2.414094658139048777e-02,5.404059905166421762e-01,6.426935128643785911e-01,-1.419899959589755213e-02,5.454789781151713202e-01,0.000000000000000000e+00,2.218280191009398550e+03
9.850000000000007638e-01,-2.464178949999999979e-01,2.789480180000000198e-01,-1.622483107999999952e+00,-6.591772959999999681e-01,4.096380649999999957e-01,6.178614860000000153e-01,-2.391660399048431973e-01,2.791898375420877043e-01,-1.642904229169732444e+00,-5.622574666683454181e-01,4.372260417488053053e-01,5.240954167515026185e-01,-6.346572999999999798e-02,2.635512999999999918e-03,4.437506699999999721e-02,-1.887658869999999933e-01,3.770311000000000148e-03,1.833299469999999931e-01,-5.127059807825831705e-02,7.132903307270840182e-03,9.939617793094695369e-03,1.193372310649184510e-02,7.102179530303361077e-02,-9.551515502553549128e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,6.002798909321427345e-02,6.404017205605171403e-01,-2.419054432481582140e-02,5.404017215476022429e-01,6.426963378591014076e-01,-1.422872809586857822e-02,5.454870703163743340e-01,0.000000000000000000e+00,2.219774733996018767e+03
9.860000000000007647e-01,-2.464813650000000078e-01,2.789506520000000211e-01,-1.622438757999999925e+00,-6.593660359999999887e-01,4.096418640000000222e-01,6.180447869999999844e-01,-2.392173563366044864e-01,2.791969971724598265e-01,-1.642894247912906946e+00,-5.622456979630837681e-01,4.372971499423045638e-01,5.240860257260444577e-01,-6.347496699999999326e-02,2.632469000000000128e-03,4.432441399999999948e-02,-1.887132880000000068e-01,3.827600000000000013e-03,1.832723669999999916e-01,-5.131643176128571071e-02,7.159630372147746807e-03,9.981256825557957915e-03,1.176870526159903840e-02,7.110819349923779009e-02,-9.391025458200327400e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.703804057091474533e-02,6.403974426017892130e-01,-2.424014473287670890e-02,5.403974436281445692e-01,6.426991630637144404e-01,-1.425848877269650025e-02,5.454951515932955353e-01,0.000000000000000000e+00,2.220579752989578992e+03
9.870000000000007656e-01,-2.465448440000000130e-01,2.789532829999999963e-01,-1.622394458999999900e+00,-6.595547219999999822e-01,4.096457199999999910e-01,6.182280300000000395e-01,-2.392687185647683901e-01,2.792041836251156206e-01,-1.642884224840494678e+00,-5.622340948617265965e-01,4.373683445397426595e-01,5.240767957499196106e-01,-6.348384799999999550e-02,2.629409000000000086e-03,4.427348200000000289e-02,-1.886595209999999967e-01,3.884878999999999936e-03,1.832136420000000099e-01,-5.136222816391074197e-02,7.186452655779445794e-03,1.002307241220791109e-02,1.160310135717449245e-02,7.119459743812314723e-02,-9.229976124807935667e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.662098268046975136e-02,6.403931555488099336e-01,-2.428974768029204187e-02,5.403931565396812298e-01,6.427019884870321942e-01,-1.428828162427083284e-02,5.455032218911528563e-01,0.000000000000000000e+00,2.221258003031834960e+03
9.880000000000007665e-01,-2.466083320000000134e-01,2.789559110000000008e-01,-1.622350211000000098e+00,-6.597433539999999486e-01,4.096496339999999847e-01,6.184112139999999869e-01,-2.393201265523046406e-01,2.792113969955548058e-01,-1.642874159776638532e+00,-5.622226579439961736e-01,4.374396255491230234e-01,5.240677273763483246e-01,-6.349237300000000472e-02,2.626335000000000041e-03,4.422227199999999997e-02,-1.886045849999999913e-01,3.942145000000000198e-03,1.831537699999999935e-01,-5.140798753624071377e-02,7.213370439194006015e-03,1.006506385614915240e-02,1.143691773037243398e-02,7.128100938034828693e-02,-9.068373571256340207e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.454502439126372337e-02,6.403888593994824241e-01,-2.433935309841282410e-02,5.403888603647144517e-01,6.427048141381523916e-01,-1.431810664835572906e-02,5.455112811556722674e-01,0.000000000000000000e+00,2.222374754957854748e+03
9.890000000000007674e-01,-2.466718290000000091e-01,2.789585359999999792e-01,-1.622306014999999935e+00,-6.599319310000000272e-01,4.096536049999999762e-01,6.185943369999999941e-01,-2.393715802624337419e-01,2.792186373795592091e-01,-1.642864052546180842e+00,-5.622113877832559670e-01,4.375109929807173281e-01,5.240588211524618290e-01,-6.350053899999999474e-02,2.623246000000000085e-03,4.417078599999999661e-02,-1.885484789999999911e-01,3.999397000000000021e-03,1.830927519999999975e-01,-5.145371012910937569e-02,7.240384004387524081e-03,1.010723045772824076e-02,1.127016074020627256e-02,7.136743159432383521e-02,-8.906223886476780441e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.781200110912322998e-02,6.403845540493969812e-01,-2.438896096041180683e-02,5.403845546747018114e-01,6.427076400264559730e-01,-1.434796384259049394e-02,5.455193293330936610e-01,0.000000000000000000e+00,2.225040735967922956e+03
9.900000000000007683e-01,-2.467353330000000011e-01,2.789611570000000151e-01,-1.622261869999999995e+00,-6.601204510000000525e-01,4.096576330000000210e-01,6.187773989999999502e-01,-2.394230796586278021e-01,2.792259048731935422e-01,-1.642853902974666269e+00,-5.622002849464886598e-01,4.375824468470734807e-01,5.240500776192825727e-01,-6.350834700000000665e-02,2.620140999999999876e-03,4.411902200000000079e-02,-1.884912029999999961e-01,4.056635000000000275e-03,1.830305869999999946e-01,-5.149939619406530139e-02,7.267493634329772606e-03,1.014957151458489339e-02,1.110283676729500665e-02,7.145386635613076853e-02,-8.743533179204928188e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,1.672279904596507549e-01,6.403802396042034273e-01,-2.443856988677321762e-02,5.403802408136989532e-01,6.427104661616102055e-01,-1.437785320448914557e-02,5.455273663701689646e-01,0.000000000000000000e+00,2.229146633995696902e+03
9.910000000000007692e-01,-2.467988459999999884e-01,2.789637759999999966e-01,-1.622217776999999916e+00,-6.603089130000000528e-01,4.096617180000000080e-01,6.189603980000000227e-01,-2.394746247046111720e-01,2.792331995728065119e-01,-1.642843710888344466e+00,-5.621893499942750561e-01,4.376539871630228951e-01,5.240414973117047959e-01,-6.351579599999999937e-02,2.617022000000000098e-03,4.406698299999999707e-02,-1.884327560000000068e-01,4.113855999999999936e-03,1.829672740000000131e-01,-5.154504598336019650e-02,7.294699612969890966e-03,1.019208632170348974e-02,1.093495221360784968e-02,7.154031594943674466e-02,-8.580307577732305263e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.148498944938182831e-02,6.403759163227218387e-01,-2.448818117494267269e-02,5.403759171835305075e-01,6.427132925535670172e-01,-1.440777473144046715e-02,5.455353922141658041e-01,0.000000000000000000e+00,2.230162515013944358e+03
9.920000000000007701e-01,-2.468623650000000003e-01,2.789663909999999802e-01,-1.622173735999999922e+00,-6.604973159999999455e-01,4.096658599999999928e-01,6.191433330000000179e-01,-2.395262153643611114e-01,2.792405215750317637e-01,-1.642833476114172964e+00,-5.621785834807728754e-01,4.377256139456883188e-01,5.240330807584751005e-01,-6.352288400000000168e-02,2.613887000000000068e-03,4.401466999999999880e-02,-1.883731379999999955e-01,4.171059000000000398e-03,1.829028139999999969e-01,-5.159065974993725517e-02,7.322002225242039627e-03,1.023477417146479752e-02,1.076651350220857173e-02,7.162678266541074035e-02,-8.416553229656681054e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.687697997316718102e-02,6.403715839187537062e-01,-2.453779275229043405e-02,5.403715851617060251e-01,6.427161192125656619e-01,-1.443772842070787862e-02,5.455434068128696135e-01,0.000000000000000000e+00,2.230887561046984047e+03
9.930000000000007709e-01,-2.469258910000000085e-01,2.789690040000000204e-01,-1.622129747000000011e+00,-6.606856589999999807e-01,4.096700600000000025e-01,6.193262029999999640e-01,-2.395778516021085380e-01,2.792478709767888256e-01,-1.642823198479819169e+00,-5.621679859536958812e-01,4.377973272144909389e-01,5.240248284821734659e-01,-6.352961099999999972e-02,2.610738000000000034e-03,4.396208199999999955e-02,-1.883123479999999905e-01,4.228242999999999585e-03,1.828372060000000021e-01,-5.163623774741945421e-02,7.349401757071159433e-03,1.027763435369774547e-02,1.059752707699922018e-02,7.171326880264190795e-02,-8.252276301633066843e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.648396184667944908e-02,6.403672428321123267e-01,-2.458740525507569635e-02,5.403672437021653785e-01,6.427189461491330524e-01,-1.446771426942971769e-02,5.455514101145840788e-01,0.000000000000000000e+00,2.231565341004170477e+03
9.940000000000007718e-01,-2.469894240000000130e-01,2.789716130000000072e-01,-1.622085811999999905e+00,-6.608739399999999931e-01,4.096743170000000100e-01,6.195090070000000004e-01,-2.396295333823386386e-01,2.792552478752842182e-01,-1.642812877813663475e+00,-5.621575579542934520e-01,4.378691269911579864e-01,5.240167409991943748e-01,-6.353597599999999401e-02,2.607574000000000090e-03,4.390922199999999775e-02,-1.882503859999999918e-01,4.285406999999999758e-03,1.827704490000000015e-01,-5.168178023009784711e-02,7.376898495378666695e-03,1.032066615573146336e-02,1.042799940246271276e-02,7.179977666705270045e-02,-8.087482979122583363e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.792896702885627747e-02,6.403628924445151638e-01,-2.463701847385758176e-02,5.403628932877887481e-01,6.427217733740846484e-01,-1.449773227461873329e-02,5.455594020681328038e-01,0.000000000000000000e+00,2.232334027998149395e+03
9.950000000000007727e-01,-2.470529629999999865e-01,2.789742190000000233e-01,-1.622041929000000104e+00,-6.610621589999999825e-01,4.096786310000000153e-01,6.196917440000000443e-01,-2.396812606697915626e-01,2.792626523680122874e-01,-1.642802513944801035e+00,-5.621473000173300427e-01,4.379410132997297866e-01,5.240088188197282726e-01,-6.354197799999999896e-02,2.604394999999999800e-03,4.385608800000000140e-02,-1.881872509999999998e-01,4.342547999999999894e-03,1.827025429999999950e-01,-5.172728745291985120e-02,7.404492728088204676e-03,1.036386886244746938e-02,1.025793696340493444e-02,7.188630857181582678e-02,-7.922179466141899065e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.166700480505824089e-02,6.403585332977651534e-01,-2.468663188987207588e-02,5.403585342253975909e-01,6.427246008985253445e-01,-1.452778243316247241e-02,5.455673826228623069e-01,0.000000000000000000e+00,2.233639198006130755e+03
9.960000000000007736e-01,-2.471165080000000125e-01,2.789768220000000132e-01,-1.621998100000000109e+00,-6.612503149999999774e-01,4.096830020000000183e-01,6.198744120000000413e-01,-2.397330334294630327e-01,2.792700845527564257e-01,-1.642792106703044652e+00,-5.621372126710653117e-01,4.380129861665670310e-01,5.240010624477432488e-01,-6.354761600000000121e-02,2.601201000000000034e-03,4.380268400000000145e-02,-1.881229419999999875e-01,4.399664999999999652e-03,1.826334880000000105e-01,-5.177275967147750013e-02,7.432184744131422813e-03,1.040724175633203109e-02,1.008734626469603643e-02,7.197286683726883405e-02,-7.756371985011283228e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.577502401545643806e-02,6.403541651314191840e-01,-2.473624537609733776e-02,5.403541657027102207e-01,6.427274287338502479e-01,-1.455786474182271285e-02,5.455753517286416887e-01,0.000000000000000000e+00,2.235845931980293244e+03
9.970000000000007745e-01,-2.471800580000000080e-01,2.789794210000000052e-01,-1.621954324000000058e+00,-6.614384049999999515e-01,4.096874300000000191e-01,6.200570109999999913e-01,-2.397848516266050389e-01,2.792775445275899049e-01,-1.642781655918927219e+00,-5.621272964372342473e-01,4.380850456203578824e-01,5.239934723809671624e-01,-6.355288900000000130e-02,2.597992999999999830e-03,4.374900799999999895e-02,-1.880574590000000101e-01,4.456757000000000427e-03,1.825632829999999929e-01,-5.181819714199570326e-02,7.459974833453758558e-03,1.045078411752874657e-02,9.916233831010990915e-03,7.205945379082900892e-02,-7.590066776101996385e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.808697409927845001e-02,6.403497880817325960e-01,-2.478585815362882583e-02,5.403497891889815774e-01,6.427302568917460102e-01,-1.458797919723631153e-02,5.455833093358657404e-01,0.000000000000000000e+00,2.239721517020370811e+03
9.980000000000007754e-01,-2.472436130000000010e-01,2.789820170000000266e-01,-1.621910602000000035e+00,-6.616264290000000159e-01,4.096919150000000176e-01,6.202395379999999792e-01,-2.398367152267263658e-01,2.792850323908769306e-01,-1.642771161423703274e+00,-5.621175518310276287e-01,4.381571916921248033e-01,5.239860491108695451e-01,-6.355779799999999868e-02,2.594770000000000149e-03,4.369506299999999926e-02,-1.879908020000000124e-01,4.513823000000000141e-03,1.824919289999999972e-01,-5.186360012132047725e-02,7.487863287020253902e-03,1.049449522389117248e-02,9.744606206569550802e-03,7.214607176690848722e-02,-7.423270097583745813e-03,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,5.990394856780767441e-02,6.403454021966408227e-01,-2.483547022546436431e-02,5.403454035872948813e-01,6.427330853841909386e-01,-1.461812579591425555e-02,5.455912553954560540e-01,0.000000000000000000e+00,2.241218246053904295e+03
