time_s,q_ref_rad_1,q_ref_rad_2,q_ref_rad_3,q_ref_rad_4,q_ref_rad_5,q_ref_rad_6,q_rad_1,q_rad_2,q_rad_3,q_rad_4,q_rad_5,q_rad_6,dq_ref_rad_s_1,dq_ref_rad_s_2,dq_ref_rad_s_3,dq_ref_rad_s_4,dq_ref_rad_s_5,dq_ref_rad_s_6,dq_rad_s_1,dq_rad_s_2,dq_rad_s_3,dq_rad_s_4,dq_rad_s_5,dq_rad_s_6,tau_Nm_1,tau_Nm_2,tau_Nm_3,tau_Nm_4,tau_Nm_5,tau_Nm_6,solve_ms,cycle_ms,tcp_ref_m_x,tcp_ref_m_y,tcp_ref_m_z,tcp_m_x,tcp_m_y,tcp_m_z,torque_updated,wall_lag_ms
3.860000000000002873e-01,-2.187290679999999987e-01,2.774662390000000034e-01,-1.647054191000000056e+00,-5.705273640000000368e-01,4.134545940000000086e-01,5.312824510000000444e-01,-2.183734738838999656e-01,2.774329122486031141e-01,-1.647886053161830011e+00,-5.671689221043911822e-01,4.143034005369246597e-01,5.280142279147134188e-01,-2.098669900000000102e-02,1.371976999999999919e-03,2.229996399999999851e-02,-7.079622700000000324e-02,-6.980644000000000259e-03,6.937196399999999430e-02,-1.640754657607991149e-02,9.909204593477045735e-04,1.164640966813296728e-02,-2.734354406550686123e-02,4.019914577785291265e-03,2.713681208932235481e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.444397589191794395e-02,6.414304777404773450e-01,-2.320552746290237105e-03,5.414304778075331726e-01,6.414775095674756233e-01,-1.926970615555084624e-03,5.415693040910944944e-01,0.000000000000000000e+00,1.073425522015895694e+03
3.870000000000002882e-01,-2.187500990000000034e-01,2.774676139999999736e-01,-1.647031844000000023e+00,-5.705983110000000247e-01,4.134476000000000262e-01,5.313519709999999785e-01,-2.183899401936970353e-01,2.774339061761820213e-01,-1.647874402464994059e+00,-5.671961972823175158e-01,4.143074938875729307e-01,5.280413009186863960e-01,-2.107636300000000074e-02,1.377474000000000059e-03,2.239019100000000026e-02,-7.109515800000000552e-02,-7.004457999999999865e-03,6.966472399999999732e-02,-1.646630979706245959e-02,9.939275789298397494e-04,1.165069683598622501e-02,-2.727517792632289800e-02,4.093350648252413494e-03,2.707300397296373909e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,8.154002716764807701e-02,6.414303410708602771e-01,-2.337185018861168140e-03,5.414303412802788928e-01,6.414780181722085084e-01,-1.938499513716325767e-03,5.415709950662171979e-01,0.000000000000000000e+00,1.075711084995418787e+03
3.880000000000002891e-01,-2.187712199999999885e-01,2.774689940000000243e-01,-1.647009406000000009e+00,-5.706695579999999657e-01,4.134405809999999737e-01,5.314217839999999526e-01,-2.184064653185826543e-01,2.774349031128244270e-01,-1.647862747712557807e+00,-5.672234030193792353e-01,4.143116611159574081e-01,5.280683090747566588e-01,-2.116610999999999840e-02,1.382972000000000107e-03,2.248043900000000136e-02,-7.139431899999999775e-02,-7.028221999999999768e-03,6.995770599999999451e-02,-1.652512488562163720e-02,9.969366424081721467e-04,1.165475243633131049e-02,-2.720573706175552497e-02,4.167228384454702700e-03,2.700815607023831708e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.361796451732516289e-02,6.414302027938546535e-01,-2.353888720888597675e-03,5.414302036205719260e-01,6.414785315119243547e-01,-1.950060816020670945e-03,5.415727015916633746e-01,0.000000000000000000e+00,1.080708007037173957e+03
3.890000000000002900e-01,-2.187924310000000094e-01,2.774703789999999892e-01,-1.646986885000000012e+00,-5.707410979999999467e-01,4.134335450000000134e-01,5.314918849999999972e-01,-2.184230493102961856e-01,2.774359030605353382e-01,-1.647851089135609959e+00,-5.672505382436847654e-01,4.143159026630367503e-01,5.280952513458723185e-01,-2.125593900000000147e-02,1.388469999999999939e-03,2.257070699999999888e-02,-7.169370199999999804e-02,-7.051934999999999627e-03,7.025090200000000396e-02,-1.658399171352898868e-02,9.999477109211159752e-04,1.165857694780598336e-02,-2.713522430548186495e-02,4.241547079329646176e-03,2.694227111568663069e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,8.429901208728551865e-02,6.414300620341051307e-01,-2.370662973148899948e-03,5.414300626981413123e-01,6.414790496070716941e-01,-1.961654495107141658e-03,5.415744237348478762e-01,0.000000000000000000e+00,1.082327137002721429e+03
3.900000000000002909e-01,-2.188137320000000108e-01,2.774717709999999782e-01,-1.646964266999999982e+00,-5.708129429999999616e-01,4.134264799999999851e-01,5.315622840000000515e-01,-2.184396922204465130e-01,2.774369060213813798e-01,-1.647839426964752496e+00,-5.672776018862195624e-01,4.143202189690482484e-01,5.281221266977585982e-01,-2.134584800000000060e-02,1.393968999999999894e-03,2.266099599999999922e-02,-7.199331100000000427e-02,-7.075595999999999969e-03,7.054431799999999475e-02,-1.664291015033349252e-02,1.002960846030227218e-03,1.166217085746140865e-02,-2.706364253483804772e-02,4.316306011471622919e-03,2.687535188626593435e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.069097874686121941e-02,6.414299207428026950e-01,-2.387509322929374112e-03,5.414299212038612419e-01,6.414795724780210096e-01,-1.973280523653633042e-03,5.415761615629359760e-01,0.000000000000000000e+00,1.083159353001974523e+03
3.910000000000002918e-01,-2.188351229999999925e-01,2.774731679999999923e-01,-1.646941559000000055e+00,-5.708850880000000405e-01,4.134193899999999977e-01,5.316329770000000066e-01,-2.184563941005098764e-01,2.774379119974911267e-01,-1.647827761430091797e+00,-5.673045928808903016e-01,4.143246104734933932e-01,5.281489340989597991e-01,-2.143583799999999873e-02,1.399468999999999973e-03,2.275130200000000102e-02,-7.229314000000000573e-02,-7.099204999999999925e-03,7.083794799999999781e-02,-1.670188006336516262e-02,1.005976109720024088e-03,1.166553466074190040e-02,-2.699099467071055039e-02,4.391504445170832556e-03,2.680740120124648629e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.660097718238830566e-02,6.414297776753220548e-01,-2.404427097755942010e-03,5.414297781151962141e-01,6.414801001450642914e-01,-1.984938874378210354e-03,5.415779151428445903e-01,0.000000000000000000e+00,1.084639723994769156e+03
3.920000000000002927e-01,-2.188566040000000101e-01,2.774745699999999760e-01,-1.646918765999999978e+00,-5.709575279999999919e-01,4.134122829999999915e-01,5.317039580000000321e-01,-2.184731550018276236e-01,2.774389209910555487e-01,-1.647816092761230422e+00,-5.673315101645677316e-01,4.143290776151238308e-01,5.281756725208819336e-01,-2.152590799999999985e-02,1.404967999999999929e-03,2.284162400000000134e-02,-7.259318300000000557e-02,-7.122761000000000023e-03,7.113178400000000345e-02,-1.676090131773877792e-02,1.008993564397799025e-03,1.166866886146421083e-02,-2.691728367742544925e-02,4.467141630453341436e-03,2.673842192210580671e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,8.567696204409003258e-02,6.414296323171612135e-01,-2.421415577266074898e-03,5.414296324493547141e-01,6.414806326284138160e-01,-1.996629520039872908e-03,5.415796845412370608e-01,0.000000000000000000e+00,1.087060191028285772e+03
3.930000000000002935e-01,-2.188781750000000081e-01,2.774759769999999848e-01,-1.646895878000000035e+00,-5.710302729999999771e-01,4.134051469999999728e-01,5.317752390000000107e-01,-2.184899749756039899e-01,2.774399330043284539e-01,-1.647804421187258672e+00,-5.673583526771304175e-01,4.143336208319269298e-01,5.282023409378343581e-01,-2.161605700000000102e-02,1.410468000000000008e-03,2.293196299999999965e-02,-7.289344300000000221e-02,-7.146262999999999921e-03,7.142583099999999519e-02,-1.681997377635771965e-02,1.012013272893427015e-03,1.167157397179656268e-02,-2.684251256263601310e-02,4.543216803121964860e-03,2.666841695242182925e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,1.197700039483606815e-01,6.414294856851456839e-01,-2.438476022934427546e-03,5.414294865350333108e-01,6.414811699482014795e-01,-2.008352433439733031e-03,5.415814698245199343e-01,0.000000000000000000e+00,1.091414947004523128e+03
3.940000000000002944e-01,-2.188998359999999865e-01,2.774773910000000177e-01,-1.646872898999999890e+00,-5.711033180000000264e-01,4.133979870000000223e-01,5.318468130000000293e-01,-2.185068540729039055e-01,2.774409480396269334e-01,-1.647792746936746378e+00,-5.673851193615075950e-01,4.143382405611117369e-01,5.282289383270720728e-01,-2.170628299999999983e-02,1.415968000000000088e-03,2.302231600000000100e-02,-7.319391399999999881e-02,-7.169710000000000145e-03,7.172008200000000444e-02,-1.687909729991788482e-02,1.015035298459169774e-03,1.167425051223744056e-02,-2.676668437720850294e-02,4.619729184797458955e-03,2.659738923776346423e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,8.303299546241760254e-02,6.414293378381347166e-01,-2.455607999544919332e-03,5.414293383366794998e-01,6.414817121244779097e-01,-2.020107587422074243e-03,5.415832710588408538e-01,0.000000000000000000e+00,1.093454325047787279e+03
3.950000000000002953e-01,-2.189215870000000008e-01,2.774788089999999929e-01,-1.646849835000000040e+00,-5.711766590000000310e-01,4.133908090000000257e-01,5.319186769999999509e-01,-2.185237923446508301e-01,2.774419660993316938e-01,-1.647781070237734680e+00,-5.674118091637226913e-01,4.143429372390947107e-01,5.282554636688376881e-01,-2.179658799999999869e-02,1.421469000000000074e-03,2.311268199999999898e-02,-7.349459099999999800e-02,-7.193101999999999829e-03,7.201453100000000662e-02,-1.693827174691172471e-02,1.018059704769461518e-03,1.167669901159396929e-02,-2.668980221510632023e-02,4.696677982958726363e-03,2.652534176558012796e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.791400766000151634e-02,6.414291874252022740e-01,-2.472810744920456247e-03,5.414291879763943882e-01,6.414822591772119109e-01,-2.031894954875552994e-03,5.415850883100847835e-01,0.000000000000000000e+00,1.094294221024028957e+03
3.960000000000002962e-01,-2.189434289999999950e-01,2.774802339999999923e-01,-1.646826675000000018e+00,-5.712503060000000410e-01,4.133836020000000167e-01,5.319908410000000476e-01,-2.185407898416244499e-01,2.774429871858876129e-01,-1.647769391317727816e+00,-5.674384210329359579e-01,4.143477113014856772e-01,5.282819159464027248e-01,-2.188696799999999970e-02,1.426968999999999937e-03,2.320306000000000105e-02,-7.379547499999999927e-02,-7.216438999999999840e-03,7.230918100000000015e-02,-1.699749697363241510e-02,1.021086555920682577e-03,1.167892000695990203e-02,-2.661186921327166402e-02,4.774062390986717752e-03,2.645227756508853473e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.207998815923929214e-02,6.414290362423606950e-01,-2.490086284195765307e-03,5.414290364604917860e-01,6.414828111262880217e-01,-2.043714508733939384e-03,5.415869216438704559e-01,0.000000000000000000e+00,1.095136224990710616e+03
3.970000000000002971e-01,-2.189653619999999967e-01,2.774816629999999895e-01,-1.646803425999999959e+00,-5.713242530000000041e-01,4.133763730000000192e-01,5.320632979999999623e-01,-2.185578466144586229e-01,2.774440113018040166e-01,-1.647757710403684017e+00,-5.674649539214874361e-01,4.143525631830738964e-01,5.283082941461099136e-01,-2.197742399999999888e-02,1.432469000000000017e-03,2.329344900000000079e-02,-7.409656100000000523e-02,-7.239719000000000362e-03,7.260402700000000153e-02,-1.705677283417808901e-02,1.024115916430928244e-03,1.168091404369357017e-02,-2.653288855150625486e-02,4.851881588206441616e-03,2.637819970715891971e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.300001844763755798e-02,6.414288828911505203e-01,-2.507433713288501932e-03,5.414288837890131045e-01,6.414833679915070697e-01,-2.055566221977558287e-03,5.415887711255489290e-01,0.000000000000000000e+00,1.096343801997136325e+03
3.980000000000002980e-01,-2.189873840000000071e-01,2.774830979999999836e-01,-1.646780090000000030e+00,-5.713984970000000052e-01,4.133691250000000039e-01,5.321360469999999454e-01,-2.185749627136390760e-01,2.774450384496552346e-01,-1.647746027722008622e+00,-5.674914067849398114e-01,4.143574933178138520e-01,5.283345972574141625e-01,-2.206795599999999968e-02,1.437970000000000003e-03,2.338384699999999927e-02,-7.439784500000000411e-02,-7.262941999999999662e-03,7.289906300000000006e-02,-1.711609918045620127e-02,1.027147851239778057e-03,1.168268167539525393e-02,-2.645286345234963005e-02,4.930134739930177104e-03,2.630311130419810128e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,9.782100096344947815e-02,6.414287276395285176e-01,-2.524851543097317817e-03,5.414287284272973899e-01,6.414839297925848394e-01,-2.067450067634017067e-03,5.415906368201989229e-01,0.000000000000000000e+00,1.098710020014550537e+03
3.990000000000002989e-01,-2.190094969999999974e-01,2.774845389999999745e-01,-1.646756657999999929e+00,-5.714730479999999835e-01,4.133618470000000045e-01,5.322090969999999643e-01,-2.185921381895012672e-01,2.774460686320809333e-01,-1.647734343498544751e+00,-5.675177785821207133e-01,4.143625021388113727e-01,5.283608242729241899e-01,-2.215856100000000023e-02,1.443470000000000083e-03,2.347425399999999995e-02,-7.469932799999999540e-02,-7.286107000000000000e-03,7.319429199999999414e-02,-1.717547586218799716e-02,1.030182425708025835e-03,1.168422346388435507e-02,-2.637179718095600950e-02,5.008820997501197726e-03,2.622701551003193965e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,9.239400969818234444e-02,6.414285713424593416e-01,-2.542342232201083400e-03,5.414285723255666261e-01,6.414844965491505180e-01,-2.079366018779667084e-03,5.415925187926240447e-01,0.000000000000000000e+00,1.102785920025780797e+03
4.000000000000002998e-01,-2.190317009999999953e-01,2.774859849999999906e-01,-1.646733138999999957e+00,-5.715478980000000542e-01,4.133545499999999873e-01,5.322824379999999689e-01,-2.186093730922281930e-01,2.774471018517865595e-01,-1.647722657958565540e+00,-5.675440682751656807e-01,4.143675900783096999e-01,5.283869741884439364e-01,-2.224924099999999946e-02,1.448969999999999946e-03,2.356466800000000042e-02,-7.500100199999999717e-02,-7.309213000000000168e-03,7.348970600000000186e-02,-1.723490272691309208e-02,1.033219705617406236e-03,1.168553997917621233e-02,-2.628969304496890647e-02,5.087939498338433543e-03,2.614991551978518639e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,6.349501200020313263e-02,6.414284128139252639e-01,-2.559904634351774233e-03,5.414284139077358837e-01,6.414850682807475835e-01,-2.091314048540094620e-03,5.415944171073513447e-01,0.000000000000000000e+00,1.104816646024119109e+03
4.010000000000003006e-01,-2.190539960000000008e-01,2.774874370000000035e-01,-1.646709532000000031e+00,-5.716230479999999670e-01,4.133472320000000089e-01,5.323560739999999569e-01,-2.186266674718481962e-01,2.774481381115437295e-01,-1.647710971326766138e+00,-5.675702748295601285e-01,4.143727575676756647e-01,5.284130460030136422e-01,-2.233999299999999896e-02,1.454468999999999901e-03,2.365508800000000120e-02,-7.530286599999999608e-02,-7.332258999999999825e-03,7.378530199999999706e-02,-1.729437961999414144e-02,1.036259757170353638e-03,1.168663179945868789e-02,-2.620655439439457252e-02,5.167489365981216623e-03,2.607181456976016831e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,5.556194100063294172e+01,8.800497744232416153e-02,6.414282523600822739e-01,-2.577538973722379081e-03,5.414282527106459852e-01,6.414856450068301408e-01,-2.103294130091817871e-03,5.415963318286252104e-01,0.000000000000000000e+00,1.105683134985156357e+03
4.020000000000003015e-01,-2.190763809999999867e-01,2.774888950000000132e-01,-1.646685826999999991e+00,-5.716985049999999680e-01,4.133398839999999907e-01,5.324300100000000091e-01,-2.186440213782328279e-01,2.774491774141907285e-01,-1.647699283827255057e+00,-5.675963972141816472e-01,4.143780050373858104e-01,5.284390387189509264e-01,-2.243081599999999926e-02,1.459968000000000073e-03,2.374551299999999934e-02,-7.560492000000000601e-02,-7.355246000000000180e-03,7.408108400000000537e-02,-1.735390638462163890e-02,1.039302646989703977e-03,1.168749951106835133e-02,-2.612238462147306595e-02,5.247469710135309329e-03,2.599271593731349028e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.589695552363991737e-02,6.414280911640235505e-01,-2.595245633086764800e-03,5.414280917165036344e-01,6.414862267467635881e-01,-2.115306236662930529e-03,5.415982630204069226e-01,0.000000000000000000e+00,1.107149109011515975e+03
4.030000000000003024e-01,-2.190988580000000074e-01,2.774903570000000208e-01,-1.646662038999999966e+00,-5.717742590000000069e-01,4.133325199999999811e-01,5.325042370000000469e-01,-2.186614348610946557e-01,2.774502197626328437e-01,-1.647687595683546613e+00,-5.676224344013421907e-01,4.143833329170125146e-01,5.284649513418916422e-01,-2.252171099999999981e-02,1.465467000000000028e-03,2.383594099999999938e-02,-7.590715600000000340e-02,-7.378171999999999682e-03,7.437703900000000590e-02,-1.741348286181880825e-02,1.042348442118381634e-03,1.168814370846646758e-02,-2.603718716054786997e-02,5.327879626717706152e-03,2.591262294073043773e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,8.450803579762578011e-02,6.414279269951310702e-01,-2.613024280393335536e-03,5.414279276911774241e-01,6.414868135198252830e-01,-2.127350341534060222e-03,5.416002107463716575e-01,0.000000000000000000e+00,1.109104210976511240e+03
4.040000000000003033e-01,-2.191214250000000086e-01,2.774918250000000253e-01,-1.646638159000000101e+00,-5.718503160000000252e-01,4.133251319999999840e-01,5.325787610000000116e-01,-2.186789079699850979e-01,2.774512651598428636e-01,-1.647675907118552496e+00,-5.676483853668301549e-01,4.143887416352104447e-01,5.284907828808307340e-01,-2.261267700000000117e-02,1.470965000000000076e-03,2.392637099999999836e-02,-7.620957300000000267e-02,-7.401037000000000067e-03,7.467316999999999705e-02,-1.747310889044659948e-02,1.045397210019118192e-03,1.168856499421449223e-02,-2.595096548793369290e-02,5.408718197904249271e-03,2.583153893909875126e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.003780100494623184e-01,6.414277613536407685e-01,-2.630874635039855830e-03,5.414277621130177964e-01,6.414874053451991021e-01,-2.139426418039954911e-03,5.416021750699031578e-01,0.000000000000000000e+00,1.112317199003882706e+03
4.050000000000003042e-01,-2.191440829999999895e-01,2.774932990000000266e-01,-1.646614181999999982e+00,-5.719266819999999640e-01,4.133177129999999755e-01,5.326535869999999839e-01,-2.186964407542923150e-01,2.774523136088614117e-01,-1.647664218354573551e+00,-5.676742490899518989e-01,4.143942316197026243e-01,5.285165323481628707e-01,-2.270371200000000089e-02,1.476462999999999907e-03,2.401680399999999924e-02,-7.651217300000000276e-02,-7.423840000000000126e-03,7.496947700000000658e-02,-1.753278430720879924e-02,1.048449018574122834e-03,1.168876397894956509e-02,-2.586372312178239485e-02,5.489984492175745308e-03,2.574946733217933770e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,1.606830046512186527e-01,6.414275946884437918e-01,-2.648798056405372511e-03,5.414275959304551966e-01,6.414880022419802152e-01,-2.151534439570067497e-03,5.416041560540927335e-01,0.000000000000000000e+00,1.115323906997218728e+03
4.060000000000003051e-01,-2.191668320000000059e-01,2.774947779999999975e-01,-1.646590124999999905e+00,-5.720033410000000540e-01,4.133102839999999722e-01,5.327287000000000550e-01,-2.187140332632389605e-01,2.774533651127975009e-01,-1.647652529613292227e+00,-5.677000245535738232e-01,4.143998032972669998e-01,5.285421987597231919e-01,-2.279481599999999900e-02,1.481960000000000048e-03,2.410723400000000169e-02,-7.681494299999999664e-02,-7.446579000000000045e-03,7.526594699999999971e-02,-1.759250894665725581e-02,1.051503936084777257e-03,1.168874128135932028e-02,-2.577546362194711033e-02,5.571677564366838559e-03,2.566641156027654053e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,4.075601464137434959e-02,6.414274249967004682e-01,-2.666792372948079831e-03,5.414274257407383217e-01,6.414886042291694235e-01,-2.163674379569739768e-03,5.416061537617368193e-01,0.000000000000000000e+00,1.116454273986164480e+03
4.070000000000003060e-01,-2.191896730000000015e-01,2.774962630000000208e-01,-1.646565972000000100e+00,-5.720803079999999818e-01,4.133028249999999848e-01,5.328041150000000226e-01,-2.187316855458801557e-01,2.774544196748287561e-01,-1.647640841115764143e+00,-5.677257107441636697e-01,4.144054570937227289e-01,5.285677811348272748e-01,-2.288598799999999947e-02,1.487456000000000065e-03,2.419766500000000015e-02,-7.711788799999999555e-02,-7.469255000000000165e-03,7.556258700000000050e-02,-1.765228264119719087e-02,1.054562031271281996e-03,1.168849752815671883e-02,-2.568619058984473319e-02,5.653796455713061032e-03,2.558237510410528090e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,3.187695983797311783e-02,6.414272541677453754e-01,-2.684860304637366399e-03,5.414272547005439806e-01,6.414892113256750461e-01,-2.175846211541351653e-03,5.416081682553314236e-01,0.000000000000000000e+00,1.117734819999895990e+03
4.080000000000003069e-01,-2.192126040000000053e-01,2.774977530000000137e-01,-1.646541725999999928e+00,-5.721575800000000545e-01,4.132953409999999828e-01,5.328798289999999716e-01,-2.187493976511012406e-01,2.774554772982020245e-01,-1.647629153082410092e+00,-5.677513066518319329e-01,4.144111934339166359e-01,5.285932784963118802e-01,-2.297722799999999885e-02,1.492950999999999957e-03,2.428809300000000018e-02,-7.742100500000000107e-02,-7.491867999999999618e-03,7.585939199999999771e-02,-1.771210522109263608e-02,1.057623373272314907e-03,1.168803335405437828e-02,-2.559590766831655595e-02,5.736340193900233905e-03,2.549736148465756025e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.282302249222993851e-02,6.414270816879453774e-01,-2.703000083507664433e-03,5.414270828654071943e-01,6.414898235503103674e-01,-2.188049909045002971e-03,5.416101995970716843e-01,0.000000000000000000e+00,1.120195163995958865e+03
4.090000000000003078e-01,-2.192356269999999885e-01,2.774992490000000034e-01,-1.646517396999999994e+00,-5.722351490000000540e-01,4.132878429999999881e-01,5.329558330000000455e-01,-2.187671696276157207e-01,2.774565379862336534e-01,-1.647617465733008268e+00,-5.677768112703733827e-01,4.144170127417097227e-01,5.286186898705749204e-01,-2.306853400000000165e-02,1.498444999999999942e-03,2.437851599999999938e-02,-7.772428400000000459e-02,-7.514413999999999642e-03,7.615635299999999608e-02,-1.777197651447195645e-02,1.060688031644690726e-03,1.168734940173876517e-02,-2.550461854148730959e-02,5.819307793112855898e-03,2.541137426306674593e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,7.034704321995377541e-02,6.414269066256746976e-01,-2.721211902519879867e-03,5.414269069372495968e-01,6.414904409217946357e-01,-2.200285445700362209e-03,5.416122478488475389e-01,0.000000000000000000e+00,1.124903992982581258e+03
4.100000000000003086e-01,-2.192587410000000070e-01,2.775007500000000182e-01,-1.646492971000000027e+00,-5.723130269999999742e-01,4.132803150000000092e-01,5.330321399999999876e-01,-2.187850015239630463e-01,2.774576017423099894e-01,-1.647605779286686500e+00,-5.678022235973080312e-01,4.144229154399637904e-01,5.286440142876154269e-01,-2.315990600000000094e-02,1.503938000000000020e-03,2.446893600000000016e-02,-7.802773100000000295e-02,-7.536896000000000394e-03,7.645347399999999349e-02,-1.783189634733350903e-02,1.063756076362982464e-03,1.168644632184389319e-02,-2.541232693462209050e-02,5.902698254084102342e-03,2.532441704047039277e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,6.568100070580840111e-02,6.414267303093820205e-01,-2.739496744704887285e-03,5.414267311319659326e-01,6.414910634587499549e-01,-2.212552795186516468e-03,5.416143130722411714e-01,0.000000000000000000e+00,1.126579245028551668e+03
4.110000000000003095e-01,-2.192819470000000048e-01,2.775022569999999744e-01,-1.646468457000000107e+00,-5.723912070000000130e-01,4.132727660000000136e-01,5.331087420000000243e-01,-2.188028933885065863e-01,2.774586685698878230e-01,-1.647594093961913586e+00,-5.678275426339219889e-01,4.144289019505279503e-01,5.286692507810732966e-01,-2.325134300000000070e-02,1.509429999999999973e-03,2.455934900000000115e-02,-7.833133700000000088e-02,-7.559310999999999982e-03,7.675075000000000647e-02,-1.789186454355137443e-02,1.066827577819151910e-03,1.168532477292493280e-02,-2.531903661398201069e-02,5.986510564146474769e-03,2.523649345787080597e-02,-8.105774793392118982e-02,-2.706230162296608199e+01,1.316644651454422643e+01,2.081092831177727920e+00,7.676042104850533399e-02,4.895799886421817616e-04,0.000000000000000000e+00,2.892198972404003143e-02,6.414265519121260528e-01,-2.757854329195263618e-03,5.414265523129427882e-01,6.414916911797022836e-01,-2.224851931244296865e-03,5.416163953285241250e-01,0.000000000000000000e+00,1.127361567050684243e+03
