time_s,q_ref_rad_1,q_ref_rad_2,q_ref_rad_3,q_ref_rad_4,q_ref_rad_5,q_ref_rad_6,q_rad_1,q_rad_2,q_rad_3,q_rad_4,q_rad_5,q_rad_6,dq_ref_rad_s_1,dq_ref_rad_s_2,dq_ref_rad_s_3,dq_ref_rad_s_4,dq_ref_rad_s_5,dq_ref_rad_s_6,dq_rad_s_1,dq_rad_s_2,dq_rad_s_3,dq_rad_s_4,dq_rad_s_5,dq_rad_s_6,tau_Nm_1,tau_Nm_2,tau_Nm_3,tau_Nm_4,tau_Nm_5,tau_Nm_6,solve_ms,cycle_ms,tcp_ref_m_x,tcp_ref_m_y,tcp_ref_m_z,tcp_m_x,tcp_m_y,tcp_m_z
2.100000000000001171e-02,-2.157924890000000040e-01,2.772707629999999757e-01,-1.650222827999999975e+00,-5.605890220000000479e-01,4.144893570000000027e-01,5.215427099999999649e-01,-2.157924837041727828e-01,2.772707675210436817e-01,-1.650222793585110592e+00,-5.605891612929049250e-01,4.144893418988792599e-01,5.215428447177510307e-01,-8.266200000000000240e-05,5.565999999999999733e-06,9.038200000000000303e-05,-2.802780000000000158e-04,-3.061400000000000200e-05,2.746879999999999830e-04,-7.836347172326877232e-05,5.721188306357680940e-06,8.936892745407653941e-05,-2.798737226495301498e-04,-3.054923600244356874e-05,2.742212475483129597e-04,-1.263329249604152639e-02,-2.705891395282124279e+01,1.315441568383732474e+01,2.086836829162256102e+00,7.678308846659927245e-02,4.910711382869184169e-04,6.984977599859121256e+01,6.992152699967846274e+01,6.414400050289618127e-01,-4.627563281703189664e-07,5.414399970374843551e-01,6.414400037405294519e-01,-4.651328645577240760e-07,5.414399910332240440e-01
2.200000000000001260e-02,-2.157925760000000137e-01,2.772707689999999725e-01,-1.650222733000000108e+00,-5.605893159999999487e-01,4.144893250000000195e-01,5.215429969999999527e-01,-2.157925698714754092e-01,2.772707737897088243e-01,-1.650222695516083027e+00,-5.605894682452595701e-01,4.144893083932800204e-01,5.215431454735026673e-01,-9.066100000000000493e-05,6.104999999999999994e-06,9.912800000000000365e-05,-3.073989999999999752e-04,-3.357599999999999837e-05,3.012690000000000051e-04,-8.616730263010099556e-05,6.268665116596881984e-06,9.806902767248097783e-05,-3.069523545920360566e-04,-3.350559926546366673e-05,3.007557516820052578e-04,-1.325068993616244917e-02,-2.705894013592130776e+01,1.315452066137081744e+01,2.086791541134766614e+00,7.678306106182143653e-02,4.910583058349797915e-04,6.803826699979254045e+01,6.810179099920787849e+01,6.414400050784484497e-01,-5.313609992295825486e-07,5.414399970409883300e-01,6.414400036180144538e-01,-5.337340611762664608e-07,5.414399905030157223e-01
2.300000000000001349e-02,-2.157926709999999915e-01,2.772707750000000249e-01,-1.650222630000000024e+00,-5.605896369999999740e-01,4.144892900000000102e-01,5.215433130000000084e-01,-2.157926642071300305e-01,2.772707806303997269e-01,-1.650222588349254282e+00,-5.605898035062999440e-01,4.144892717971106477e-01,5.215434739677144993e-01,-9.902300000000000381e-05,6.668000000000000363e-06,1.082709999999999939e-04,-3.357519999999999797e-04,-3.667299999999999938e-05,3.290559999999999883e-04,-9.433565462399397944e-05,6.840690918257120114e-06,1.071668288113419420e-04,-3.352610404027198533e-04,-3.659616939734766406e-05,3.284942118070730498e-04,-1.386714925228449240e-02,-2.705896610404141711e+01,1.315462535429526980e+01,2.086746299804458804e+00,7.678302803126905995e-02,4.910442041179006924e-04,6.818909799767425284e+01,6.826004200047464110e+01,6.414400049039532536e-01,-6.062257248153763048e-07,5.414399970454152333e-01,6.414400034912953741e-01,-6.088057296214366556e-07,5.414399899526796123e-01
2.400000000000001438e-02,-2.157927739999999928e-01,2.772707819999999934e-01,-1.650222517000000000e+00,-5.605899880000000390e-01,4.144892510000000030e-01,5.215436559999999666e-01,-2.157927670746532245e-01,2.772707880671695380e-01,-1.650222471687915027e+00,-5.605901683041544237e-01,4.144892319762364385e-01,5.215438314053637558e-01,-1.077479999999999991e-04,7.254999999999999995e-06,1.178110000000000008e-04,-3.653360000000000136e-04,-3.990400000000000284e-05,3.580500000000000024e-04,-1.028675231875873048e-04,7.436769801024697502e-06,1.166613393389687896e-04,-3.647978545106866401e-04,-3.982087420767942663e-05,3.574376492332978733e-04,-1.448194580656707829e-02,-2.705899277583228013e+01,1.315472995377899856e+01,2.086701136518279043e+00,7.678299758448767220e-02,4.910314350924393535e-04,6.943446000150288455e+01,6.950482899992493913e+01,6.414400048633600582e-01,-6.875941831526455658e-07,5.414399968846251854e-01,6.414400033603461226e-01,-6.906344887411264712e-07,5.414399893827606114e-01
2.500000000000001527e-02,-2.157928859999999893e-01,2.772707899999999892e-01,-1.650222394000000037e+00,-5.605903679999999500e-01,4.144892099999999968e-01,5.215440289999999646e-01,-2.157928788370664652e-01,2.772707961245582942e-01,-1.650222345135900159e+00,-5.605905638638339905e-01,4.144891887964349264e-01,5.215442189863176425e-01,-1.168350000000000020e-04,7.866999999999999387e-06,1.277469999999999951e-04,-3.961459999999999981e-04,-4.326999999999999737e-05,3.882460000000000229e-04,-1.117624132510096162e-04,8.057388768313214201e-06,1.265520148550679041e-04,-3.955596796079146205e-04,-4.317980151820768837e-05,3.875809539122752325e-04,-1.509589093655175698e-02,-2.705901855973055348e+01,1.315483423913523353e+01,2.086656020584697568e+00,7.678295658659790857e-02,4.910177695261044644e-04,6.760421999933896586e+01,6.766194300143979490e+01,6.414400050114368312e-01,-7.759788080120704922e-07,5.414399968667985563e-01,6.414400032253263495e-01,-7.795065679394863925e-07,5.414399887936365285e-01
2.600000000000001615e-02,-2.157930080000000084e-01,2.772707979999999850e-01,-1.650222260999999913e+00,-5.605907810000000380e-01,4.144891649999999927e-01,5.215444329999999740e-01,-2.157929998563895835e-01,2.772708048270989267e-01,-1.650222208298552484e+00,-5.605909914079212353e-01,4.144891421243733776e-01,5.215446379093745533e-01,-1.262830000000000376e-04,8.503000000000001429e-06,1.380770000000000402e-04,-4.281820000000000959e-04,-4.676900000000001249e-05,4.196430000000000884e-04,-1.210193231228485881e-04,8.702540613021340094e-06,1.368373477422136911e-04,-4.275440872750148769e-04,-4.667206154408944855e-05,4.189230569604696802e-04,-1.570818709910348776e-02,-2.705904383633421162e+01,1.315493789413603309e+01,2.086610905238384994e+00,7.678291398662466516e-02,4.910047844598748427e-04,6.705172200236120261e+01,6.711372199788456783e+01,6.414400049206094856e-01,-8.721819945623626428e-07,5.414399969242190691e-01,6.414400030862904556e-01,-8.757073939704290948e-07,5.414399881853759755e-01
2.700000000000001704e-02,-2.157931389999999949e-01,2.772708070000000080e-01,-1.650222116999999988e+00,-5.605912250000000263e-01,4.144891159999999908e-01,5.215448689999999665e-01,-2.157931304936388794e-01,2.772708141993264763e-01,-1.650222060781713074e+00,-5.605914521565024122e-01,4.144890918273931302e-01,5.215450893695975365e-01,-1.360909999999999952e-04,9.164000000000000691e-06,1.488019999999999892e-04,-4.614390000000000115e-04,-5.040100000000000076e-05,4.522369999999999732e-04,-1.306372493042156616e-04,9.372227529487488681e-06,1.475168394631555524e-04,-4.607485811282442949e-04,-5.029698023176294090e-05,4.514602230111202492e-04,-1.631886687800826810e-02,-2.705906921614368343e+01,1.315504149204745588e+01,2.086565887468327496e+00,7.678287834431105074e-02,4.909912339663011693e-04,6.783971600088989362e+01,6.790988799912156537e+01,6.414400050657597108e-01,-9.755906344423442556e-07,5.414399971558565561e-01,6.414400029433520167e-01,-9.795216343463642894e-07,5.414399875581955568e-01
2.800000000000001793e-02,-2.157932800000000040e-01,2.772708170000000027e-01,-1.650221962999999903e+00,-5.605917040000000240e-01,4.144890640000000182e-01,5.215453380000000250e-01,-2.157932711093246969e-01,2.772708242657691002e-01,-1.650221902191714163e+00,-5.605919473272449327e-01,4.144890377720720775e-01,5.215455745610043659e-01,-1.462590000000000103e-04,9.849000000000000061e-06,1.599200000000000003e-04,-4.959170000000000158e-04,-5.416699999999999824e-05,4.860269999999999868e-04,-1.406156858246575031e-04,1.006644260240796245e-05,1.585899988571645648e-04,-4.951707425394028667e-04,-5.405532107189386085e-05,4.851914068442776109e-04,-1.692866305224910439e-02,-2.705909463170932483e+01,1.315514503820491754e+01,2.086520936038194662e+00,7.678283258789832255e-02,4.909782784161690131e-04,6.749548999869148247e+01,6.756399300138582475e+01,6.414400050709504475e-01,-1.086863746498995066e-06,5.414399966685191634e-01,6.414400027966780105e-01,-1.091233592312612668e-06,5.414399869123291964e-01
2.900000000000001882e-02,-2.157934320000000072e-01,2.772708269999999975e-01,-1.650221796999999935e+00,-5.605922180000000310e-01,4.144890079999999921e-01,5.215458419999999817e-01,-2.157934220634656342e-01,2.772708350504439756e-01,-1.650221732135951136e+00,-5.605924781351944164e-01,4.144889798254524083e-01,5.215460946733814218e-01,-1.567860000000000130e-04,1.055799999999999954e-05,1.714309999999999922e-04,-5.316109999999999759e-04,-5.806600000000000276e-05,5.210090000000000120e-04,-1.509541409445211012e-04,1.078467486308721584e-05,1.700557630214384153e-04,-5.308079494742864134e-04,-5.794661965103732658e-05,5.201123770328727877e-04,-1.753749005902681402e-02,-2.705912075045863929e+01,1.315524855280043326e+01,2.086476053058119895e+00,7.678278865476970139e-02,4.909645853735918140e-04,6.763829199917381629e+01,6.770092599981580861e+01,6.414400050413937571e-01,-1.206717408916258054e-06,5.414399969352947650e-01,6.414400026463055182e-01,-1.211127105282192097e-06,5.414399862482121017e-01
3.000000000000001971e-02,-2.157935940000000052e-01,2.772708380000000195e-01,-1.650221619999999945e+00,-5.605927680000000191e-01,4.144889480000000237e-01,5.215463809999999478e-01,-2.157935837155683101e-01,2.772708465773758846e-01,-1.650221550222770395e+00,-5.605930457925746291e-01,4.144889178548387121e-01,5.215466508958077618e-01,-1.676720000000000033e-04,1.129100000000000082e-05,1.833329999999999877e-04,-5.685199999999999846e-04,-6.209800000000000075e-05,5.571820000000000331e-04,-1.616521026811611845e-04,1.152693192152928779e-05,1.819131806310495241e-04,-5.676573802115706183e-04,-6.197061368764199534e-05,5.562224263463118670e-04,-1.814537949105062692e-02,-2.705914664879273346e+01,1.315535179560149714e+01,2.086431208473377374e+00,7.678273919459739638e-02,4.909518442422458780e-04,6.725769599870545790e+01,6.732081200243555941e+01,6.414400049739540366e-01,-1.334547389793119883e-06,5.414399967327900853e-01,6.414400024922780608e-01,-1.339485564048961669e-06,5.414399855662168637e-01
3.100000000000002059e-02,-2.157937669999999974e-01,2.772708489999999859e-01,-1.650221431000000072e+00,-5.605933560000000426e-01,4.144888840000000019e-01,5.215469569999999777e-01,-2.157937564236479810e-01,2.772708588705808386e-01,-1.650221356062075095e+00,-5.605936515094603889e-01,4.144888517289088137e-01,5.215472444140730746e-01,-1.789139999999999882e-04,1.204800000000000052e-05,1.956249999999999981e-04,-6.066409999999999945e-04,-6.626099999999999460e-05,5.945430000000000029e-04,-1.727080796604187377e-04,1.229320493749661871e-05,1.941606952854991216e-04,-6.057168857341912451e-04,-6.612592988837102405e-05,5.935182653239945644e-04,-1.875092356915528460e-02,-2.705917205987016771e+01,1.315545434548540271e+01,2.086386367563311417e+00,7.678269545063158563e-02,4.909386873151772197e-04,6.655926499661291018e+01,6.662001299991970882e+01,6.414400047074494404e-01,-1.471035580877438971e-06,5.414399968983010236e-01,6.414400023345104840e-01,-1.476591223798520623e-06,5.414399848663929982e-01
3.200000000000002148e-02,-2.157939520000000111e-01,2.772708620000000068e-01,-1.650221229000000012e+00,-5.605939819999999907e-01,4.144888150000000104e-01,5.215475710000000431e-01,-2.157939405447072134e-01,2.772708719540812328e-01,-1.650221149263725318e+00,-5.605942964930710204e-01,4.144887813156448719e-01,5.215478764112189136e-01,-1.905130000000000105e-04,1.282900000000000033e-05,2.083080000000000120e-04,-6.459709999999999584e-04,-7.055699999999999548e-05,6.330889999999999825e-04,-1.841210592298829962e-04,1.308350039914562406e-05,2.067983498822588341e-04,-6.449836106254999398e-04,-7.041326391490881204e-05,6.319971458823451854e-04,-1.935484733875899449e-02,-2.705919792481268615e+01,1.315555716635644146e+01,2.086341687928298327e+00,7.678265119779473236e-02,4.909255156958035717e-04,6.711059200097224675e+01,6.717308500083163381e+01,6.414400048157070655e-01,-1.617000787092578937e-06,5.414399965570954043e-01,6.414400021730816137e-01,-1.622725654878309676e-06,5.414399841491105425e-01
3.300000000000002237e-02,-2.157941479999999912e-01,2.772708750000000277e-01,-1.650221013999999986e+00,-5.605946480000000287e-01,4.144887420000000211e-01,5.215482240000000047e-01,-2.157941364357552350e-01,2.772708858518801445e-01,-1.650220929438133810e+00,-5.605949819480748886e-01,4.144887064831189183e-01,5.215485480683503816e-01,-2.024680000000000002e-04,1.363400000000000024e-05,2.213799999999999980e-04,-6.865079999999999533e-04,-7.498500000000000120e-05,6.728180000000000488e-04,-1.958910480248620941e-04,1.389779892410374720e-05,2.198255915992294472e-04,-6.854550038592445915e-04,-7.483252595691519140e-05,6.716571314192438516e-04,-1.995861088953516591e-02,-2.705922377518178834e+01,1.315565995165895252e+01,2.086297040093985533e+00,7.678260048812690641e-02,4.909125856371797337e-04,6.734758300081011839e+01,6.741285200041602366e+01,6.414400047722040865e-01,-1.771710370651116602e-06,5.414399967946403880e-01,6.414400020081193476e-01,-1.778170342708232375e-06,5.414399834148305724e-01
3.400000000000002326e-02,-2.157943569999999922e-01,2.772708890000000204e-01,-1.650220785999999995e+00,-5.605953559999999891e-01,4.144886649999999784e-01,5.215489169999999453e-01,-2.157943444527976873e-01,2.772709005879868682e-01,-1.650220696196702086e+00,-5.605957090766452433e-01,4.144886271002197753e-01,5.215492605634629575e-01,-2.147779999999999958e-04,1.446300000000000027e-05,2.348410000000000102e-04,-7.282490000000000404e-04,-7.954399999999999600e-05,7.137270000000000463e-04,-2.080170424632484503e-04,1.473610673216231237e-05,2.332414316336620791e-04,-7.271285703943676515e-04,-7.938289912217124061e-05,7.124951125820026951e-04,-2.056074035119596563e-02,-2.705924942705940595e+01,1.315576240438641875e+01,2.086252433820344088e+00,7.678255242870640762e-02,4.908994092043508957e-04,6.700387200180557556e+01,6.707171699963510036e+01,6.414400046758814700e-01,-1.936544688601493674e-06,5.414399967269749592e-01,6.414400018397332648e-01,-1.943205989879445831e-06,5.414399826639414437e-01
3.500000000000002415e-02,-2.157945779999999869e-01,2.772709039999999847e-01,-1.650220543999999956e+00,-5.605961050000000112e-01,4.144885830000000215e-01,5.215496520000000302e-01,-2.157945649513335895e-01,2.772709161864056471e-01,-1.650220449152327129e+00,-5.605964790785608054e-01,4.144885430356530787e-01,5.215500150715068894e-01,-2.274429999999999974e-04,1.531600000000000040e-05,2.486880000000000015e-04,-7.711919999999999713e-04,-8.423499999999999564e-05,7.558130000000000360e-04,-2.204985358892829427e-04,1.559841875771961694e-05,2.470443749975608102e-04,-7.700019155825938745e-04,-8.406456669724663778e-05,7.545080439234507939e-04,-2.116194715688896402e-02,-2.705927450362870701e+01,1.315586424173815772e+01,2.086207786643577755e+00,7.678248865310484395e-02,4.908860013866726260e-04,6.790778600043267943e+01,6.797682600154075772e+01,6.414400047383599368e-01,-2.110922384060534769e-06,5.414399968611941505e-01,6.414400016679283612e-01,-2.118112871225069668e-06,5.414399818964265032e-01
3.600000000000002504e-02,-2.157948120000000025e-01,2.772709199999999763e-01,-1.650220288000000091e+00,-5.605968989999999819e-01,4.144884959999999841e-01,5.215504290000000376e-01,-2.157947982858696989e-01,2.772709326711328970e-01,-1.650220187918449266e+00,-5.605972931509716206e-01,4.144884541590543314e-01,5.215508127665611227e-01,-2.404610000000000818e-04,1.619300000000000573e-05,2.629230000000000846e-04,-8.153340000000003493e-04,-8.905600000000003639e-05,7.990750000000003276e-04,-2.333345361210930214e-04,1.648472724126920225e-05,2.612338779699479750e-04,-8.140724108510310336e-04,-8.887659875506613832e-05,7.976950542752950452e-04,-2.176154206858199949e-02,-2.705929969928520507e+01,1.315596602390229464e+01,2.086163229477914882e+00,7.678243334320881963e-02,4.908733686662660953e-04,6.775224100056220777e+01,6.782177399873035029e+01,6.414400047405496297e-01,-2.295588436172821477e-06,5.414399966824998689e-01,6.414400014927663651e-01,-2.303170491551598050e-06,5.414399811124429585e-01
3.700000000000002592e-02,-2.157950590000000113e-01,2.772709369999999951e-01,-1.650220017999999955e+00,-5.605977370000000404e-01,4.144884050000000042e-01,5.215512509999999935e-01,-2.157950448094033968e-01,2.772709500661629800e-01,-1.650219912108987330e+00,-5.605981524886456402e-01,4.144883603395408400e-01,5.215516548195416879e-01,-2.538309999999999894e-04,1.709399999999999930e-05,2.775429999999999954e-04,-8.606729999999999502e-04,-9.400900000000000066e-05,8.435100000000000063e-04,-2.465235336945958522e-04,1.739503009060051840e-05,2.758094618378352969e-04,-8.593376740260994223e-04,-9.381951348865043489e-05,8.420529805446279499e-04,-2.235880556117240264e-02,-2.705932506772077772e+01,1.315606772749682207e+01,2.086118783734120186e+00,7.678237702762362449e-02,4.908603904940036415e-04,6.673591399885481223e+01,6.679805900057544932e+01,6.414400047372155189e-01,-2.490465415016407588e-06,5.414399964093348228e-01,6.414400013143636281e-01,-2.498657337576204363e-06,5.414399803121838772e-01
3.800000000000002681e-02,-2.157953190000000132e-01,2.772709540000000139e-01,-1.650219732999999911e+00,-5.605986210000000192e-01,4.144883080000000275e-01,5.215521170000000373e-01,-2.157953048749381708e-01,2.772709683949828863e-01,-1.650219621338904430e+00,-5.605990582837817593e-01,4.144882614473260896e-01,5.215525423986521192e-01,-2.675539999999999798e-04,1.801799999999999927e-05,2.925490000000000208e-04,-9.072060000000000280e-04,-9.909100000000000384e-05,8.891150000000000008e-04,-2.600655347624532569e-04,1.832881989571614055e-05,2.907700828951535060e-04,-9.057951361623979092e-04,-9.889221474117659697e-05,8.875791104310349700e-04,-2.295581960524374285e-02,-2.705935109213488943e+01,1.315616943349950141e+01,2.086074365926593011e+00,7.678232462452744267e-02,4.908473187564207658e-04,6.715952399827074260e+01,6.723467700066976249e+01,6.414400045671738715e-01,-2.695696914554360095e-06,5.414399966995180336e-01,6.414400011327057172e-01,-2.704851719541823279e-06,5.414399794961016754e-01
3.900000000000002770e-02,-2.157955940000000072e-01,2.772709729999999761e-01,-1.650219432999999958e+00,-5.605995520000000010e-01,4.144882069999999974e-01,5.215530299999999730e-01,-2.157955788349676385e-01,2.772709876815886432e-01,-1.650219315224125793e+00,-5.606000117256370041e-01,4.144881573523654383e-01,5.215534766698480817e-01,-2.816280000000000215e-04,1.896699999999999984e-05,3.079380000000000051e-04,-9.549299999999999932e-04,-1.043039999999999961e-04,9.358879999999999543e-04,-2.739600294714396788e-04,1.928660578119028747e-05,3.061147785601449193e-04,-9.534418552019403728e-04,-1.040949606277760930e-04,9.342711960070833668e-04,-2.355196100088017067e-02,-2.705937592376216116e+01,1.315627056351061519e+01,2.086029929157613427e+00,7.678225464285372281e-02,4.908345944102868305e-04,6.662082899856613949e+01,6.667823900352232158e+01,6.414400045926207383e-01,-2.912579988718091777e-06,5.414399963507059432e-01,6.414400009478956610e-01,-2.922031549798073730e-06,5.414399786642353218e-01
4.000000000000002859e-02,-2.157958829999999939e-01,2.772709919999999939e-01,-1.650219117000000013e+00,-5.606005309999999575e-01,4.144881000000000260e-01,5.215539900000000229e-01,-2.157958670409888535e-01,2.772710079494604130e-01,-1.650218993381618482e+00,-5.606010140009695109e-01,4.144880479246221272e-01,5.215544587961802314e-01,-2.960530000000000063e-04,1.993800000000000121e-05,3.237110000000000183e-04,-1.003842999999999923e-03,-1.096470000000000024e-04,9.838259999999999280e-04,-2.882060212058738064e-04,2.026787179046571894e-05,3.218425073884603207e-04,-1.002275332540162461e-03,-1.094277433213912632e-04,9.821263321761987061e-04,-2.414641510095176177e-02,-2.705940153996473541e+01,1.315637164940957504e+01,2.085985573560576345e+00,7.678218546561384195e-02,4.908216855659090641e-04,6.884004400126286782e+01,6.891101200017146766e+01,6.414400044986550142e-01,-3.140545211324951948e-06,5.414399967759809806e-01,6.414400007599007081e-01,-3.150473978653131433e-06,5.414399778167811039e-01
4.100000000000002948e-02,-2.157961860000000009e-01,2.772710130000000106e-01,-1.650218785000000077e+00,-5.606015600000000543e-01,4.144879870000000022e-01,5.215549980000000474e-01,-2.157961698434963382e-01,2.772710292220886275e-01,-1.650218655428832504e+00,-5.606020662940385257e-01,4.144879330351402547e-01,5.215554899377427001e-01,-3.108270000000000108e-04,2.093399999999999981e-05,3.398659999999999745e-04,-1.053941999999999986e-03,-1.151189999999999934e-04,1.032925999999999983e-03,-3.028025074841309634e-04,2.127262822701838258e-05,3.379527860010077484e-04,-1.052293069043130089e-03,-1.148894818878010425e-04,1.031141562501833048e-03,-2.473925382187861996e-02,-2.705942727293447092e+01,1.315647269548824028e+01,2.085941299220053224e+00,7.678212639681152030e-02,4.908085599204046589e-04,6.765269199968315661e+01,6.771836799816810526e+01,6.414400045927067806e-01,-3.379735774681716234e-06,5.414399964648215491e-01,6.414400005687508344e-01,-3.390455378877277214e-06,5.414399769541230478e-01
4.200000000000003036e-02,-2.157965040000000001e-01,2.772710340000000273e-01,-1.650218436999999927e+00,-5.606026400000000409e-01,4.144878690000000088e-01,5.215560569999999618e-01,-2.157964875919793357e-01,2.772710515234477202e-01,-1.650218300983727460e+00,-5.606031697871948216e-01,4.144878125546014869e-01,5.215565712536049947e-01,-3.259499999999999811e-04,2.195300000000000140e-05,3.564039999999999981e-04,-1.105225999999999952e-03,-1.207209999999999983e-04,1.083186999999999995e-03,-3.177484829935234528e-04,2.230135908368221088e-05,3.544451051167416445e-04,-1.103493156270824935e-03,-1.204805387516034678e-04,1.081315862244375736e-03,-2.533057800579656058e-02,-2.705945210452124883e+01,1.315657332264369472e+01,2.085897027111669466e+00,7.678205726679494803e-02,4.907958715472644047e-04,6.793533599920920096e+01,6.800597300025401637e+01,6.414400044030150738e-01,-3.630676053327716709e-06,5.414399966313976353e-01,6.414400003746010270e-01,-3.642251454204797877e-06,5.414399760763156655e-01
4.300000000000003125e-02,-2.157968379999999908e-01,2.772710569999999874e-01,-1.650218071999999925e+00,-5.606037720000000002e-01,4.144877459999999902e-01,5.215571660000000165e-01,-2.157968206359307806e-01,2.772710748765210842e-01,-1.650217929665278138e+00,-5.606043256596860980e-01,4.144876863545083889e-01,5.215577038997747383e-01,-3.414220000000001338e-04,2.299500000000000600e-05,3.733220000000000960e-04,-1.157690000000000498e-03,-1.264510000000000536e-04,1.134606000000000460e-03,-3.330439514396151793e-04,2.335307338108041220e-05,3.713184493725838874e-04,-1.155872491309107826e-03,-1.262000931124686949e-04,1.132646169754297598e-03,-2.592155919252607174e-02,-2.705947860993064324e+01,1.315667431855935554e+01,2.085852853948895191e+00,7.678199577730371317e-02,4.907831212460955815e-04,6.815705000190064311e+01,6.822742099757306278e+01,6.414400044486274766e-01,-3.894159185474463374e-06,5.414399963620192269e-01,6.414400001774094306e-01,-3.906137710121840145e-06,5.414399751840337505e-01
4.400000000000003214e-02,-2.157971870000000014e-01,2.772710800000000031e-01,-1.650217690000000070e+00,-5.606049560000000431e-01,4.144876160000000032e-01,5.215583270000000438e-01,-2.157971693238358579e-01,2.772710993047782790e-01,-1.650217541093956353e+00,-5.606055350878902388e-01,4.144875543060233536e-01,5.215588890293298974e-01,-3.572410000000000039e-04,2.406099999999999884e-05,3.906199999999999972e-04,-1.211332999999999984e-03,-1.323110000000000009e-04,1.187179999999999919e-03,-3.486879050810690961e-04,2.442825716787252495e-05,3.885713218849486984e-04,-1.209428204140659694e-03,-1.320484850487558604e-04,1.185129555210885340e-03,-2.651093139323361034e-02,-2.705950369885866280e+01,1.315677442636855332e+01,2.085808631791750134e+00,7.678191383123667002e-02,4.907704360725702710e-04,6.817890699676354416e+01,6.824914400203851983e+01,6.414400043125588757e-01,-4.169555487998202768e-06,5.414399967303407113e-01,6.414399999771575045e-01,-4.182388921874141299e-06,5.414399742772846302e-01
4.500000000000003303e-02,-2.157975530000000031e-01,2.772711050000000177e-01,-1.650217290000000059e+00,-5.606061949999999738e-01,4.144874809999999909e-01,5.215595410000000154e-01,-2.157975340026833111e-01,2.772711248316976351e-01,-1.650217134890744175e+00,-5.606067992466007288e-01,4.144874162806835849e-01,5.215601277935114632e-01,-3.734060000000000092e-04,2.515000000000000146e-05,4.082970000000000111e-04,-1.266152999999999897e-03,-1.382990000000000120e-04,1.240907000000000078e-03,-3.646788474483039755e-04,2.552691936969083306e-05,4.062032121644353262e-04,-1.264158710451677992e-03,-1.380253397629732702e-04,1.238764181549868075e-03,-2.709803179530926795e-02,-2.705952885769069383e+01,1.315687436913755270e+01,2.085764468012884620e+00,7.678183830996783421e-02,4.907576676740763770e-04,6.730899100148235448e+01,6.737591499768313952e+01,6.414400044043111482e-01,-4.458248173946702558e-06,5.414399967447505180e-01,6.414399997738334802e-01,-4.471278829694072390e-06,5.414399733560698591e-01
4.600000000000003392e-02,-2.157979339999999968e-01,2.772711299999999768e-01,-1.650216872999999973e+00,-5.606074899999999861e-01,4.144873399999999819e-01,5.215608090000000141e-01,-2.157979150194614670e-01,2.772711514807435496e-01,-1.650216710677145926e+00,-5.606081193075979074e-01,4.144872721508106039e-01,5.215614213402769428e-01,-3.899180000000000029e-04,2.626299999999999910e-05,4.263529999999999751e-04,-1.322145999999999955e-03,-1.444150000000000056e-04,1.295783999999999912e-03,-3.810167781675025209e-04,2.664904591790733974e-05,4.242135981930717902e-04,-1.320060997185327220e-03,-1.441298729737835137e-04,1.293546765463235567e-03,-2.768493299512534908e-02,-2.705955408039226384e+01,1.315697435057031939e+01,2.085720344887586286e+00,7.678176255215368728e-02,4.907447278041580756e-04,6.770019800023874268e+01,6.776667799931601621e+01,6.414400040952787929e-01,-4.758906055917486526e-06,5.414399969718109995e-01,6.414399995675061916e-01,-4.773081038954476664e-06,5.414399724206143683e-01
4.700000000000003481e-02,-2.157983330000000088e-01,2.772711569999999903e-01,-1.650216437000000091e+00,-5.606088399999999972e-01,4.144871920000000043e-01,5.215621329999999833e-01,-2.157983127201539841e-01,2.772711792753916327e-01,-1.650216268075651138e+00,-5.606094964397099201e-01,4.144871217887953763e-01,5.215627708148384833e-01,-4.067739999999999919e-04,2.739899999999999974e-05,4.447860000000000203e-04,-1.379309999999999911e-03,-1.506590000000000088e-04,1.351807999999999916e-03,-3.977006925218993811e-04,2.779464807742606651e-05,4.426014947844856130e-04,-1.377132112057065328e-03,-1.503620152360962063e-04,1.349474561586057417e-03,-2.827017920299638651e-02,-2.705957914672212183e+01,1.315707404257830859e+01,2.085676269699038965e+00,7.678168165483482965e-02,4.907318961549683766e-04,6.749062399831018411e+01,6.755850199988344684e+01,6.414400041708901989e-01,-5.073639348390973487e-06,5.414399971336271156e-01,6.414399993582523551e-01,-5.088068399710779090e-06,5.414399714710610434e-01
4.800000000000003569e-02,-2.157987480000000124e-01,2.772711849999999756e-01,-1.650215983000000053e+00,-5.606102490000000049e-01,4.144870379999999743e-01,5.215635140000000058e-01,-2.157987274502442543e-01,2.772712082386053489e-01,-1.650215806709764532e+00,-5.606109318092632465e-01,4.144869650675087058e-01,5.215641773612308407e-01,-4.239760000000000078e-04,2.855800000000000000e-05,4.635959999999999842e-04,-1.437642000000000043e-03,-1.570300000000000059e-04,1.408977999999999967e-03,-4.147300902665046474e-04,2.896321369209757318e-05,4.613658866847657972e-04,-1.435369553361795763e-03,-1.567212866864363559e-04,1.406546392402448697e-03,-2.885445388952715892e-02,-2.705960495687521217e+01,1.315717373116577704e+01,2.085632240152010652e+00,7.678160227935704185e-02,4.907196404165693054e-04,6.737659399732365273e+01,6.744289899870636873e+01,6.414400040467186370e-01,-5.401137084857829335e-06,5.414399969635755872e-01,6.414399991460189021e-01,-5.416513296003344608e-06,5.414399705077636016e-01
