time_s,wall_time_s,compute_us,limited,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,pose_error1,pose_error2,pose_error3,pose_error4,pose_error5,pose_error6,tau_ff1,tau_ff2,tau_ff3,tau_ff4,tau_ff5,tau_ff6,tau_pd1,tau_pd2,tau_pd3,tau_pd4,tau_pd5,tau_pd6,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,motor_tau1,motor_tau2,motor_tau3,motor_tau4,motor_tau5,motor_tau6
0.244,0.243687062,6.357,0,-0.21579174865,0.277844667051,-1.65016425308,-0.560984683718,0.414170738093,0.520618698339,0,-0,-0,0,-0,0,-0.000107763860556,-0.000582826237011,0.000410987146893,0.00117584913136,-0.000859041045085,1.93628143065e-05,-0.118606770179,-0.00444190256063,0.0194234291814,-0.0088138666627,-8.03818038944e-06,-2.57734595694e-06,-0.218603570665,-0.0431718541712,0.0494486021915,0.00666297564232,-0.00648357242828,0.00587924566546,-0.337210340843,-0.0476137567318,0.0688720313729,-0.00215089102038,-0.00649161060867,0.0058766683195,-0.05292,0.18837,-0.1386,0.0088,-0.0036,-0.0052
0.245,0.244908835,4.063,0,-0.215791548913,0.277844467314,-1.6501638536,-0.560984444034,0.414170977777,0.520618938023,0,-0,-0,0,-0,0,-0.000107814972261,-0.000590473433443,0.000410606047653,0.00117551787587,-0.000858198678114,1.91278071788e-05,-0.118935044792,-0.00444816991584,0.0194689722378,-0.00883981116166,-8.11635829051e-06,-2.58458191655e-06,-0.220652485981,-0.0429727940666,0.0495114250542,0.00656607272868,-0.00666018114761,0.00587758911247,-0.339587530774,-0.0474209639824,0.068980397292,-0.00227373843299,-0.0066682975059,0.00587500453055,-0.0252,0.18522,-0.13805,0.0074,0.0022,-0.0054
0.246,0.245912992,3.422,0,-0.215792347862,0.277844467314,-1.65016345413,-0.560984683718,0.414170977777,0.520619657076,0,-0,-0,0,-0,0,-0.000107881662342,-0.000597501794003,0.000410432598935,0.00117510386273,-0.000857857311764,1.98437380979e-05,-0.119261594588,-0.00445464446644,0.0195139580621,-0.00886570136053,-8.19363071591e-06,-2.59199538742e-06,-0.222620218844,-0.0428082361433,0.0495915774349,0.0064758556076,-0.00682241187107,0.00587551930085,-0.341881813432,-0.0472628806098,0.0691055354971,-0.00238984575292,-0.00683060550178,0.00587292730546,0.00693,0.22554,-0.13035,0.0182,-0.0044,-0.0098
0.247,0.246901144,3.34,0,-0.215793746021,0.277844467314,-1.65016365386,-0.560984923403,0.414170977777,0.520620615814,-0.00174532925199,-0,-0,0,-0,0,-0.000107855044877,-0.000604222097987,0.000410538506449,0.00117432081259,-0.000858101154835,2.11583960129e-05,-0.119585801013,-0.00446102504326,0.0195586232109,-0.0088914615632,-8.26696332343e-06,-2.59894768983e-06,-0.201252581161,-0.0442122103888,0.0485452338254,0.00665461231067,-0.00436981070817,0.00587010569174,-0.320838382174,-0.048673235432,0.0681038570362,-0.00223684925253,-0.0043780776715,0.00586750674405,-0.01575,0.20412,-0.14905,0.0112,-0.0016,-0.0112
0.248,0.247909875,3.376,0,-0.215794944444,0.277844467314,-1.6501638536,-0.560984923403,0.414170498408,0.520621334868,-0.000872664625997,-0,-0,0,-0,0.0010471975512,-0.000107841929096,-0.000611106768783,0.000410656933631,0.00117355875699,-0.000858713879636,2.25971480684e-05,-0.11990997649,-0.004466343463,0.0196028957827,-0.00891723057722,-8.3531063432e-06,-2.60612357546e-06,-0.214851049629,-0.0435450838473,0.0494620368095,0.00548196502863,-0.00582129617421,0.00481984781133,-0.33476102612,-0.0480114273103,0.0690649325922,-0.00343526554859,-0.00582964928055,0.00481724168775,-0.01071,0.21735,-0.1441,0.0124,-0.0032,-0.0016
0.249,0.248772659,3.372,0,-0.215795943129,0.27784406784,-1.65016425308,-0.560985163087,0.414169779355,0.520621095183,0,-0,-0,0,-0,-0.0010471975512,-0.000107701172702,-0.000618183114208,0.000410670840908,0.00117401726632,-0.000859386364253,2.3869520206e-05,-0.120233262611,-0.00447263205113,0.0196473866874,-0.00894287942294,-8.42603816781e-06,-2.61380444057e-06,-0.228480514446,-0.0421838978097,0.0497008153844,0.00718877099875,-0.00727704260375,0.00691728450573,-0.348713777057,-0.0466565298609,0.0693482020718,-0.00175410842419,-0.00728546864192,0.00691467070129,0.02457,0.19782,-0.13915,0.0142,-0.0038,-0.0098
0.25,0.249912899,3.373,0,-0.21579654234,0.277843868102,-1.65016425308,-0.560985402772,0.414169060301,0.520620615814,0,-0,-0,0,-0,0,-0.000107664921307,-0.000625549065558,0.000410621656631,0.00117475858451,-0.000859862253885,2.47429737682e-05,-0.120554137518,-0.00447826548348,0.0196910414271,-0.00896847006035,-8.50092895713e-06,-2.62095927373e-06,-0.230501489859,-0.042253456848,0.0500253883405,0.00614769525048,-0.0074375740693,0.00587379320977,-0.351055627377,-0.0467317223315,0.0697164297676,-0.00282077480987,-0.00744607499826,0.0058711722505,-0.04662,0.19719,-0.1452,0.0076,-0.0086,-0.009
0.251,0.250893661,3.426,0,-0.215796941815,0.27784406784,-1.65016405334,-0.560985882141,0.414168580932,0.520619657076,0,-0,-0,0,-0,-0.0010471975512,-0.000107730521918,-0.000633080489122,0.000410739912081,0.0011761560333,-0.000860374331668,2.52122784969e-05,-0.120873396034,-0.00448373447951,0.0197343883161,-0.00899396051894,-8.58024722822e-06,-2.62811316124e-06,-0.232550433147,-0.0418975509074,0.0499146808843,0.00702985753438,-0.00759790969972,0.00692797788431,-0.353423829181,-0.046381285387,0.0696490692005,-0.00196410298456,-0.00760648994695,0.00692534977115,-0.01134,0.19845,-0.1331,0.007,0.001,-0.008
0.252,0.251931153,3.357,0,-0.215796941815,0.277844667051,-1.65016365386,-0.56098636151,0.414168101563,0.520618938023,0,0.000872664625997,-0,0,-0,0,-0.000107910543034,-0.000640899443749,0.000411014450337,0.00117727003813,-0.000861080891318,2.52824350756e-05,-0.121192447094,-0.00448897301782,0.0197775218567,-0.00901938486193,-8.66169621858e-06,-2.63508247277e-06,-0.233873557039,-0.0543551349558,0.0579207797999,0.00783827967498,-0.00548661531663,0.00569951197503,-0.355066004133,-0.0588441079736,0.0776983016565,-0.00118110518696,-0.00549527701285,0.00569687689255,-0.03906,0.21294,-0.13365,0.0154,-0.0046,-0.0012
0.253,0.252913159,3.433,0,-0.215797141552,0.277845066525,-1.65016325439,-0.560986840879,0.414168101563,0.520618698339,0,-0,-0,-0.0010471975512,-0,0.0010471975512,-0.000108050306417,-0.000648679593293,0.000411119008567,0.00117794895693,-0.000861177554073,2.53160876754e-05,-0.12151054729,-0.00449460736452,0.0198203474982,-0.0090447605163,-8.74530998168e-06,-2.64226668937e-06,-0.236569495741,-0.0443140854368,0.0527356326485,0.00663735874439,-0.00752050298546,0.00580120636246,-0.358080043031,-0.0488086928013,0.0725559801466,-0.00240740177192,-0.00752924829544,0.00579856409577,-0.00756,0.22743,-0.13805,0.007,-0.0014,0.0016
0.254,0.25386279,3.371,0,-0.215797141552,0.277844866788,-1.65016305465,-0.560986601194,0.414168580932,0.520619417392,0,-0,-0,0.0010471975512,-0,0,-0.000108073722651,-0.000656723099946,0.000410805515338,0.0011770973385,-0.000860322804679,2.51610559811e-05,-0.121826338316,-0.00450009210022,0.0198627995089,-0.00907003099357,-8.82978099401e-06,-2.64942285171e-06,-0.239009589837,-0.0394697132925,0.0483166718725,0.0041297411802,-0.00851170650328,0.00492682862049,-0.360835928153,-0.0439698053927,0.0681794713814,-0.00494028981337,-0.00852053628428,0.00492417919764,-0.05229,0.20286,-0.1375,0.0162,-0.0038,-0.0104
0.255,0.25466617,3.485,0,-0.215797541026,0.27784406784,-1.65016305465,-0.560986601194,0.414168820617,0.520620855499,0,-0,-0,0,-0,0.0010471975512,-0.000107928180042,-0.000664582342561,0.000410263095017,0.00117582989423,-0.000859335880948,2.54430516879e-05,-0.122141276115,-0.00450562025315,0.0199052089063,-0.00909520686707,-8.9075144028e-06,-2.65661683048e-06,-0.240954203169,-0.0416734666074,0.0507314547782,0.00474707449523,-0.00829039080178,0.00483195261477,-0.363095479285,-0.0461790868606,0.0706366636845,-0.00434813237184,-0.00829929831618,0.00482929599794,-0.0252,0.18144,-0.13915,0.0082,-0.0052,-0.012
0.256,0.255909726,3.386,0,-0.215798140237,0.277843268891,-1.65016305465,-0.560986840879,0.414168580932,0.520621574552,-0.000872664625997,-0.000872664625997,-0,0,-0,0.0010471975512,-0.000107769438914,-0.000672339611063,0.0004097936022,0.00117550088919,-0.000858811152573,2.60789380304e-05,-0.122454620461,-0.00451094739549,0.0199472732944,-0.00912030661073,-8.98023185683e-06,-2.66357209794e-06,-0.232162524366,-0.0298755903454,0.0425631245192,0.00293469180003,-0.00943965341229,0.00501639556815,-0.354617144827,-0.0343865377408,0.0625103978136,-0.0061856148107,-0.00944863364414,0.00501373199605,-0.02898,0.2079,-0.14905,0.0136,0.0028,-0.0046
0.257,0.256902525,3.386,0,-0.215799138922,0.277843069154,-1.65016305465,-0.560987320248,0.414168341248,0.520621574552,-0.000872664625997,-0,-0,0,-0,0,-0.000107722585522,-0.000679864802328,0.000409731002809,0.0011759813611,-0.00085892085507,2.70290512212e-05,-0.122766378082,-0.00451451527206,0.0199881520707,-0.00914545218019,-9.07451761695e-06,-2.67041190058e-06,-0.233459482291,-0.0418320512672,0.0500924477705,0.00565004784,-0.00733299071131,0.00587915782408,-0.356225860373,-0.0463465665393,0.0700805998412,-0.00349540434019,-0.00734206522893,0.00587648741218,-0.04221,0.2016,-0.1397,0.015,-0.011,-0.0046
0.258,0.257909453,3.346,0,-0.215800537082,0.277843468628,-1.65016285492,-0.560988039301,0.414168101563,0.520620855499,-0.000872664625997,-0,-0,0,-0.0010471975512,0,-0.000107818905341,-0.000687150382307,0.000409980847764,0.00117731441824,-0.000859468126308,2.82941649781e-05,-0.123077886037,-0.00451913328832,0.0200294060079,-0.00917043452812,-9.16391070968e-06,-2.67781345525e-06,-0.233930184856,-0.0444452604869,0.0523668353287,0.00598005838855,-0.00610427255431,0.00588582250283,-0.357008070893,-0.0489643937752,0.0723962413366,-0.00319037613957,-0.00611343646502,0.00588314468937,-0.02961,0.20601,-0.132,0.0144,0.004,-0.005
0.259,0.258912936,3.412,0,-0.215802134979,0.277843868102,-1.65016285492,-0.560988278986,0.414168101563,0.520620136445,-0.00174532925199,-0,-0,0,-0,-0.0010471975512,-0.000107910957488,-0.000694396666207,0.000410239293149,0.00117816839619,-0.000859906891301,2.98074678903e-05,-0.123387626686,-0.00452437518933,0.0200704887002,-0.00919526567597,-9.24233458863e-06,-2.68456740638e-06,-0.225873881361,-0.0421478088723,0.0495382176355,0.00658745428989,-0.00634109803354,0.00693653833523,-0.349261508047,-0.0466721840617,0.0696087063357,-0.00260781138608,-0.00635034036813,0.00693385376782,0.00315,0.19719,-0.1386,0.0138,-0.0026,-0.0094
0.26,0.259860329,3.26,0,-0.215803333401,0.277844267577,-1.65016285492,-0.560988278986,0.41416738251,0.520619896761,-0.000872664625997,-0,-0,0,-0,0,-0.000108016861,-0.000701925284293,0.000410531173819,0.00117832195532,-0.000860922219349,3.13653094511e-05,-0.123695869166,-0.00452925342116,0.0201110720282,-0.00922009358121,-9.32531319753e-06,-2.69126137717e-06,-0.239588569308,-0.0414992856616,0.0504736220507,0.00541726104517,-0.00779699363112,0.00589085894774,-0.363284438474,-0.0460285390828,0.0705846940789,-0.00380283253604,-0.00780631894431,0.00588816768636,-0.0063,0.21861,-0.13805,0.0146,-0.009,-0.0018
0.261,0.2609145,3.359,0,-0.215804132349,0.27784406784,-1.65016305465,-0.560987799617,0.414167142825,0.520620136445,0,-0,-0,0,-0,0,-0.000107993045553,-0.000709840113641,0.000410436643943,0.00117764348686,-0.000861035263317,3.24506060911e-05,-0.124002540454,-0.00453423382092,0.0201515897522,-0.00924479819053,-9.4027140114e-06,-2.69842862327e-06,-0.253358797403,-0.0405654283869,0.0511518919233,0.00519120847687,-0.0092691164321,0.00588821817707,-0.377361337857,-0.0450996622078,0.0713034816754,-0.00405358971366,-0.00927851914611,0.00588551974845,0.00693,0.1953,-0.14685,0.0084,-0.001,-0.0136
0.262,0.261914842,3.395,0,-0.215804132349,0.277843668365,-1.65016325439,-0.560986840879,0.414167142825,0.520620615814,0,-0,-0,0.0010471975512,-0,0,-0.000107954356632,-0.000718358680651,0.000410133304659,0.00117632959572,-0.000860648029792,3.27865285139e-05,-0.124308362596,-0.00453770641019,0.0201912297532,-0.00926953004222,-9.49524068972e-06,-2.7055335271e-06,-0.255721975373,-0.038151687656,0.0491007802145,0.00340255812387,-0.00985885476257,0.00492298952468,-0.380030337969,-0.0426893940662,0.0692920099677,-0.00586697191834,-0.00986835000326,0.00492028399115,0.00252,0.19278,-0.1353,0.0114,0.003,-0.0158
0.263,0.262904198,3.349,0,-0.215803133664,0.277843468628,-1.65016345413,-0.56098636151,0.41416738251,0.52062037613,0.000872664625997,-0,-0,0,0.0010471975512,0,-0.000107931200394,-0.000727567991033,0.000409995305793,0.00117612988276,-0.000860343725373,3.18346817197e-05,-0.124613206677,-0.00454162592238,0.0202306100972,-0.00929418875973,-9.58996181699e-06,-2.7121969529e-06,-0.271078796405,-0.0366824687997,0.0497650240112,0.00445163397919,-0.0123313676364,0.00588140003238,-0.395692003082,-0.041224094722,0.0699956341084,-0.00484255478054,-0.0123409575983,0.00587868783543,-0.05418,0.20223,-0.1397,0.012,-0.0078,-0.0008
0.264,0.263913669,3.359,0,-0.215802534453,0.277843668365,-1.65016365386,-0.56098636151,0.414166903141,0.520620136445,0.000872664625997,-0,-0,0,-0,0,-0.00010796513215,-0.000736510586467,0.000410233286017,0.00117628433097,-0.000861147849644,3.14732710991e-05,-0.124915609191,-0.00454649364233,0.0202700381577,-0.00931864430192,-9.66483230749e-06,-2.71912217008e-06,-0.27178678687,-0.0392775875431,0.052054372887,0.00477026637125,-0.011124283197,0.00588217365061,-0.396702396061,-0.0438240811855,0.0723244110446,-0.00454837793068,-0.0111339480293,0.00587945452844,-0.00315,0.19341,-0.1364,0.0128,0.0018,-0.0094
0.265,0.264905738,3.884,0,-0.215802134979,0.277844267577,-1.65016345413,-0.560986601194,0.414166184087,0.520620136445,0,-0,-0,0,-0,0,-0.000108132699972,-0.000745333029033,0.000410585322344,0.00117641913115,-0.000862209162197,3.13475879664e-05,-0.125217989097,-0.00454942346525,0.0203088609912,-0.00934311050339,-9.75900506922e-06,-2.7260428628e-06,-0.262394806526,-0.0399338699316,0.0516217320311,0.00481649559488,-0.00999475709811,0.00588209518575,-0.387612795623,-0.0444832933968,0.0719305930224,-0.00452661490851,-0.0100045161032,0.00587936914288,-0.0441,0.20412,-0.1364,0.0128,-0.0144,-0.0108
0.266,0.265905902,3.366,0,-0.215802334716,0.277844866788,-1.65016325439,-0.560986601194,0.414165944403,0.520619896761,0,-0,-0,0,-0,0.0010471975512,-0.000108314171118,-0.000753859760341,0.000410863261445,0.0011765729137,-0.000862807806277,3.16675737928e-05,-0.125518679938,-0.00455250588185,0.0203470738984,-0.00936754644734,-9.857119534e-06,-2.73245476263e-06,-0.264612363469,-0.0400399127808,0.0519800787486,0.00377155792396,-0.0101660670947,0.00483566690125,-0.390131043406,-0.0445924186626,0.0723271526471,-0.00559598852338,-0.0101759242142,0.00483293444649,-0.04032,0.19845,-0.13585,0.0204,-0.002,0.0018
0.267,0.266914544,3.372,0,-0.215803533138,0.277845066525,-1.65016325439,-0.560986121825,0.414166903141,0.520619896761,-0.000872664625997,-0,-0,0,-0,0,-0.000108407528449,-0.00076190386741,0.000410815401632,0.00117609094192,-0.000862076647787,3.25562335613e-05,-0.125817696973,-0.00455760219034,0.0203857969348,-0.0093917834131,-9.9320233807e-06,-2.73939459103e-06,-0.255121741442,-0.0404170575555,0.0512748135089,0.00476447710935,-0.00904138002336,0.00587970308163,-0.380939438416,-0.0449746597458,0.0716606104436,-0.00462730630376,-0.00905131204674,0.00587696368704,-0.00315,0.20223,-0.14355,0.0126,0.0092,-0.0094
0.268,0.2679055,3.387,0,-0.215805530509,0.277844667051,-1.65016325439,-0.560985642456,0.41416738251,0.52062037613,-0.00174532925199,-0,-0,0,-0,0,-0.000108376300947,-0.000769496785834,0.000410435043696,0.00117525742112,-0.000861176017731,3.4482820122e-05,-0.126115951796,-0.00456051651265,0.0204236124661,-0.00941604985738,-1.00279645575e-05,-2.7462777291e-06,-0.245569797904,-0.04097486334,0.0507630811711,0.00479015809194,-0.00791639364332,0.00587478424486,-0.3716857497,-0.0455353798527,0.0711866936373,-0.00462589176544,-0.00792642160787,0.00587203796713,-0.00756,0.18144,-0.14465,0.0142,0.0034,-0.012
0.269,0.268914282,3.374,0,-0.215806728932,0.277844467314,-1.65016325439,-0.560985402772,0.414167142825,0.52062037613,-0.000872664625997,-0,-0,0,-0,0,-0.000108373682315,-0.000777609245073,0.000410274080276,0.00117507965008,-0.000861140006056,3.5883932488e-05,-0.126412567798,-0.00456297193281,0.0204608468714,-0.00944026399257,-1.01242388794e-05,-2.75267327777e-06,-0.259385568687,-0.0400283059488,0.0514348828019,0.00456159760252,-0.00939348861553,0.00587464713674,-0.385798136484,-0.0445912778816,0.0718957296733,-0.00487866639005,-0.00940361285441,0.00587189446346,-0.02079,0.19593,-0.14135,0.01,-0.011,-0.0046
0.27,0.269911858,3.415,0,-0.215807727617,0.277844667051,-1.65016325439,-0.560985882141,0.414167142825,0.520620615814,0,-0,-0,0,-0.0010471975512,0,-0.000108415348223,-0.000785884567973,0.000410434799662,0.00117523560478,-0.000861431699261,3.67142345158e-05,-0.12670813068,-0.00456721153247,0.0204984634986,-0.00946428389203,-1.02109194509e-05,-2.75961303014e-06,-0.27166606081,-0.0418500850674,0.0542883733047,0.00474748392569,-0.00948300843233,0.00587617937543,-0.39837419149,-0.0464172965999,0.0747868368032,-0.00471679996634,-0.00949321935178,0.0058734197624,-0.02016,0.21042,-0.1287,0.0136,0.001,-0.0086
0.271,0.270906705,3.341,0,-0.215808526565,0.277845066525,-1.65016305465,-0.560986601194,0.414167142825,0.520621095183,0,0.000872664625997,-0,0,-0,0,-0.000108518066768,-0.000794323769277,0.000410656756287,0.00117537196759,-0.000861773014767,3.7263080273e-05,-0.127002122528,-0.00457000846342,0.0205351846439,-0.00948830182312,-1.03091387765e-05,-2.76647820504e-06,-0.274681407771,-0.051335495951,0.0599216381731,0.0060976581625,-0.00876769816021,0.00569002255533,-0.401683530298,-0.0559055044144,0.0804568228169,-0.00339064366062,-0.00877800729899,0.00568725607712,-0.02898,0.19215,-0.14025,0.0192,0.0036,-0.0048
0.272,0.271921957,3.365,0,-0.215808926039,0.277845465999,-1.65016305465,-0.560987080563,0.414166903141,0.520621334868,0,-0,-0,0,-0,0,-0.000108602701437,-0.000803079543414,0.000410961862467,0.00117548530403,-0.000862467083836,3.76149866686e-05,-0.127294552436,-0.00457255582963,0.0205715133225,-0.00951226795768,-1.04024258073e-05,-2.77286650446e-06,-0.277710898413,-0.0388711983796,0.0524095804712,0.00416807983598,-0.0112139786068,0.00587742717642,-0.405005450849,-0.0434437542092,0.0729810937937,-0.0053441881217,-0.0112243810327,0.00587465430992,-0.02898,0.23121,-0.1441,0.0178,-0.0032,-0.0048
0.273,0.272908283,3.402,0,-0.215809325514,0.277845465999,-1.65016325439,-0.560987080563,0.414166423772,0.520620855499,0,-0,-0.000872664625997,0,-0,0,-0.000108599610579,-0.000811920578689,0.000411070323905,0.0011759214441,-0.000863078056788,3.82518716484e-05,-0.127586164464,-0.0045750919168,0.0206077467739,-0.00953616453549,-1.04938119027e-05,-2.77972605848e-06,-0.280565090685,-0.0463731873589,0.0598210860977,0.00585616431815,-0.00960020834582,0.00569277055731,-0.408151255148,-0.0509482792757,0.0804288328716,-0.00368000021734,-0.00961070215772,0.00568999083125,-0.02961,0.20601,-0.1254,0.0104,-0.004,-0.0046
0.274,0.273919748,3.311,0,-0.215809724988,0.277844866788,-1.65016345413,-0.56098636151,0.414165944403,0.520620615814,0,-0,-0,0.0010471975512,-0.0010471975512,0,-0.000108511323367,-0.000820866537882,0.000410710193385,0.0011755881366,-0.000862959290841,3.91419977032e-05,-0.127876066106,-0.00457849963378,0.0206440354322,-0.00955988685751,-1.05784822764e-05,-2.78618731128e-06,-0.280872403471,-0.0390159193463,0.0526351335362,0.00269270630051,-0.010604024734,0.00491928134898,-0.408748469577,-0.0435944189801,0.0732791689685,-0.006867180557,-0.0106146032163,0.00491649516166,-0.02646,0.18522,-0.1397,0.0144,0.0066,-0.0036
0.275,0.274728606,3.388,0,-0.215810324199,0.27784406784,-1.65016405334,-0.560985642456,0.414165225349,0.520619657076,-0.000872664625997,-0,-0,0.0010471975512,-0,-0.0010471975512,-0.000108318871278,-0.000829755119103,0.000410433367744,0.00117593185315,-0.000863242738556,4.03489103334e-05,-0.128164975657,-0.00458117546027,0.0206795725318,-0.00958358622172,-1.06723875198e-05,-2.79261096404e-06,-0.273071323215,-0.036620128517,0.0497769640254,0.00327672308795,-0.0108725214986,0.00596744464342,-0.401236298872,-0.0412013039773,0.0704565365572,-0.00630686313377,-0.0108831938861,0.00596465203246,-0.05544,0.19215,-0.14025,0.017,-0.0064,-0.0122
0.276,0.275928537,3.343,0,-0.215810723673,0.277843468628,-1.65016465255,-0.560985402772,0.414164985665,0.520618938023,0,-0,-0.000872664625997,-0.0010471975512,-0.0010471975512,0,-0.000108142999411,-0.000838834505948,0.000410299254791,0.00117643055663,-0.000863403931189,4.09518364494e-05,-0.128453792911,-0.00458222360008,0.0207141969714,-0.00960736697866,-1.07898358968e-05,-2.7994175538e-06,-0.28573551196,-0.0506871252988,0.06439238851,0.00763969120227,-0.0083763127167,0.00665397673748,-0.41418930487,-0.0552693488989,0.0851065854815,-0.00196767577639,-0.00838710255259,0.00665117731993,-0.00252,0.21987,-0.1408,-0.003,0.0076,-0.0064
0.277,0.276916942,3.374,0,-0.215811322884,0.277843668365,-1.65016485229,-0.560986121825,0.41416474598,0.520618938023,0,-0,-0,0,-0,0,-0.000108144201626,-0.000847770001987,0.000410601194652,0.00117700344762,-0.000864146533428,4.1419855486e-05,-0.128739578449,-0.00458474076232,0.0207492659626,-0.0096308918095,-1.08827800125e-05,-2.80606117163e-06,-0.289174863536,-0.0379658921955,0.0529677273954,0.00368794857557,-0.0121336567042,0.00588501771841,-0.417914441985,-0.0425506329578,0.073716993358,-0.00594294323393,-0.0121445394842,0.00588221165724,-0.02457,0.21357,-0.13695,0.0186,-0.0008,-0.0018
0.278,0.277913822,3.369,0,-0.215811922096,0.27784406784,-1.65016485229,-0.560987559932,0.414163787242,0.520619417392,0,-0,-0,-0.00209439510239,-0,0,-0.000108179039324,-0.000856694645276,0.000411092239424,0.00117775497869,-0.000865658196102,4.19937068019e-05,-0.129023740577,-0.00458711538338,0.0207840438556,-0.00965431655531,-1.0966021104e-05,-2.81225832813e-06,-0.291160919714,-0.0422881743056,0.0574019277988,0.00697364299284,-0.0114938090349,0.00780609517825,-0.420184660291,-0.046875289689,0.0781859716544,-0.00268067356248,-0.011504775056,0.00780328291992,-0.0063,0.2079,-0.1463,0.0128,-0.0012,-0.0096
0.279,0.278924695,3.404,0,-0.215812121833,0.277844267577,-1.65016465255,-0.560988758355,0.414163068189,0.520620136445,0,-0,-0,-0.0010471975512,-0.0010471975512,0.0010471975512,-0.000108217128554,-0.000865956165181,0.000411311154072,0.00117813241961,-0.000866520818959,4.21333472621e-05,-0.129307664297,-0.0045895083935,0.020818242924,-0.00967777056263,-1.1065211578e-05,-2.81864327138e-06,-0.292102951136,-0.0428869342017,0.0577819961104,0.00464668264285,-0.0106971704566,0.00580212590109,-0.421410615433,-0.0474764425952,0.0786002390344,-0.00503108791978,-0.0107082356682,0.00579930725782,-0.01449,0.21735,-0.13255,0.014,0.0046,-0.001
0.28,0.279927359,3.377,0,-0.215812121833,0.277844267577,-1.65016445281,-0.560989956777,0.41416258882,0.520620855499,0,-0,-0,-0.0010471975512,-0,0,-0.000108214128441,-0.000875428236572,0.000411384197341,0.00117855324855,-0.000866981651215,4.19526777453e-05,-0.129590729771,-0.00459075428048,0.0208518971712,-0.0097011803102,-1.11742455104e-05,-2.82524558574e-06,-0.296044501758,-0.039771309912,0.0555338982553,0.00510598733275,-0.0122707267715,0.0068514273708,-0.425635231528,-0.0443620641925,0.0763857954264,-0.00459519297745,-0.012281901017,0.00684860212521,-0.03843,0.17136,-0.13475,0.0058,0.001,-0.0048
0.281,0.280770791,3.4,0,-0.215811722359,0.277843668365,-1.65016445281,-0.560990675831,0.414161869766,0.520621574552,0,-0,-0,0,-0,0,-0.000108081944735,-0.000885251537722,0.000411133215756,0.00117862085297,-0.000867162916622,4.16599172156e-05,-0.129872146296,-0.00459190137818,0.0208853030362,-0.00972446604344,-1.1278302631e-05,-2.83163964734e-06,-0.298628429071,-0.0373446259879,0.0535014134345,0.00331811173393,-0.0128765118046,0.00589310505237,-0.428500575367,-0.0419365273661,0.0743867164707,-0.00640635430951,-0.0128877901072,0.00589027341272,-0.03717,0.20538,-0.14245,0.0106,-0.0018,-0.0072
0.282,0.281913258,3.364,0,-0.215811322884,0.277843468628,-1.65016445281,-0.560990675831,0.414161150713,0.520621574552,0,-0,-0,0,-0,-0.0010471975512,-0.000108073382251,-0.000895134370736,0.000411039462811,0.0011786642246,-0.00086759249398,4.16203867972e-05,-0.130151153673,-0.00459481261598,0.0209189117301,-0.00974757122468,-1.13656524872e-05,-2.83806113403e-06,-0.301065323316,-0.0369304816342,0.0533915099568,0.0041736518982,-0.0130737446899,0.00694051925331,-0.431216476989,-0.0415252942502,0.074310421687,-0.00557391932648,-0.0130851103424,0.00693768119218,-0.03969,0.21168,-0.1353,0.0058,-0.0046,-0.0216
0.283,0.282919238,3.369,0,-0.215811722359,0.277843468628,-1.65016445281,-0.560990915515,0.414160911028,0.520620615814,0,-0,-0,0,-0,0,-0.000108093780818,-0.00090457577484,0.000411057942187,0.0011798427607,-0.0008678478244,4.20549646344e-05,-0.13043014882,-0.00459543494533,0.0209515886088,-0.00977075966325,-1.14729787271e-05,-2.84442423499e-06,-0.303443922634,-0.0369816483527,0.0537345697947,0.00312080994891,-0.0132642109598,0.00589921461792,-0.433874071453,-0.041577083298,0.0746861584035,-0.00664994971434,-0.0132756839385,0.00589637019369,-0.02268,0.22113,-0.1386,0.0098,0.0052,-0.0082
0.284,0.283920389,3.353,0,-0.215812920781,0.277843668365,-1.65016445281,-0.560991634569,0.414160191975,0.520618698339,-0.00174532925199,-0,-0,0,-0,-0.00209439510239,-0.000108129550798,-0.000913519425504,0.000411306668048,0.00118237551421,-0.000868811386963,4.33584361608e-05,-0.130707489688,-0.00459683629178,0.0209842304993,-0.00979382297824,-1.15689203836e-05,-2.85103213499e-06,-0.282463879335,-0.0379275184519,0.0522679058372,0.00521901248108,-0.0108375408252,0.00800475704641,-0.413171369023,-0.0425243547437,0.0732521363366,-0.00457481049716,-0.0108491097456,0.00800190601428,-0.03465,0.22806,-0.14355,0.0114,-0.0008,-0.0098
0.285,0.284889487,3.317,0,-0.215814518678,0.277843668365,-1.65016425308,-0.560993072676,0.414158993552,0.520617499916,-0.00174532925199,-0,-0,-0.0010471975512,-0.0010471975512,0,-0.000108115742567,-0.000922226188547,0.00041147176635,0.00118493193311,-0.000869944240736,4.50503984586e-05,-0.130982380936,-0.00459886562695,0.0210166255205,-0.00981673079365,-1.1659889638e-05,-2.85718952652e-06,-0.283027383365,-0.0431667368787,0.0571326611931,0.00530768686829,-0.00922279333953,0.00688180340912,-0.414009764301,-0.0477656025056,0.0781492867136,-0.00450904392536,-0.00923445322917,0.00687894621959,-0.03465,0.17766,-0.12925,0.0122,0.0002,0.0028
